window,regime,model,symbol,exit_reason,entry_date,exit_date,entry_price,exit_price,gross_return,net_return,shares,cost_ratio,effective_threshold
2024-2025 Recovery,sideways,5d_10%,002115.SZ,stop_loss,2024-12-11,2024-12-18,9.85,9.3575,-0.05,-0.0531,44300,0.0031,0.44999999999999996
2024-2025 Recovery,recovery,5d_10%,002058.SZ,stop_loss,2024-12-19,2024-12-20,18.36,17.442,-0.05,-0.0531,23100,0.0031,0.45
2024-2025 Recovery,sideways,5d_10%,000533.SZ,stop_loss,2024-12-31,2025-01-02,6.34,6.023,-0.05,-0.0531,65900,0.0031,0.44999999999999996
2024-2025 Recovery,sideways,5d_10%,002168.SZ,stop_loss,2025-01-02,2025-01-03,3.06,2.907,-0.05,-0.0531,134500,0.0031,0.39999999999999997
2024-2025 Recovery,sideways,5d_10%,000573.SZ,matured,2025-01-06,2025-01-13,4.15,4.98,0.19999999999999996,0.19689999999999996,97600,0.0031,0.39999999999999997
2024-2025 Recovery,sideways,5d_10%,000016.SZ,stop_loss,2025-01-14,2025-01-15,6.68,6.345999999999999,-0.05,-0.0531,64200,0.0031,0.39999999999999997
2024-2025 Recovery,sideways,5d_10%,000777.SZ,stop_loss,2025-01-14,2025-01-15,21.0,19.95,-0.05,-0.0531,20400,0.0031,0.39999999999999997
2024-2025 Recovery,recovery,5d_10%,002261.SZ,matured,2025-02-11,2025-02-18,27.95,34.35,0.22898032200357799,0.225880322003578,29700,0.0031,0.55
2024-2025 Recovery,bear,10d_15%,001212.SZ,matured,2025-04-03,2025-04-11,42.86,50.26,0.17265515632291173,0.16955515632291174,22000,0.0031,0.44999999999999996
2024-2025 Recovery,sideways,5d_10%,002717.SZ,stop_loss,2025-05-27,2025-05-28,2.4,2.28,-0.05,-0.0531,432800,0.0031,0.5
