date,value,cash,positions,regime,model,num_positions,monthly_halted,ret,cummax,window
2024-10-08,1388440.0762399985,1388440.0762399985,0.0,recovery,5d_10%,0,False,0.0,1489268.5260799986,2024-2025
2024-10-09,1243944.5767399983,277382.5767399983,966562.0,bull,5d_10%,2,False,-0.10407038947716418,1489268.5260799986,2024-2025
2024-10-10,1277188.835089998,264736.8350899981,1012452.0,bull,5d_10%,1,False,0.026724871004400352,1489268.5260799986,2024-2025
2024-10-11,1328236.835089998,264736.8350899981,1063500.0,bull,5d_10%,1,False,0.03996903088837511,1489268.5260799986,2024-2025
2024-10-14,1382120.835089998,264736.8350899981,1117384.0,bull,5d_10%,1,False,0.040568066309009554,1489268.5260799986,2024-2025
2024-10-15,1427981.651089998,52781.65108999808,1375200.0,bull,5d_10%,2,False,0.033181480834136856,1489268.5260799986,2024-2025
2024-10-16,1455581.651089998,52781.65108999808,1402800.0,bull,5d_10%,2,False,0.019327979444926813,1489268.5260799986,2024-2025
2024-10-17,1404572.835889998,1182308.835889998,222264.0,bull,5d_10%,1,False,-0.03504359591356665,1489268.5260799986,2024-2025
2024-10-18,1415156.835889998,1182308.835889998,232848.0,bull,5d_10%,1,False,0.007535387079655065,1489268.5260799986,2024-2025
2024-10-21,1339884.750889998,235629.7508899978,1104255.0,bull,5d_10%,2,False,-0.053189924318643445,1489268.5260799986,2024-2025
2024-10-22,1409268.9554899978,98392.95548999781,1310876.0,bull,5d_10%,3,False,0.05178371091536982,1489268.5260799986,2024-2025
2024-10-23,1511149.2947899979,59191.29478999776,1451958.0,bull,5d_10%,4,False,0.07229304165334205,1511149.2947899979,2024-2025
2024-10-24,1624880.9934899977,272584.99348999775,1352296.0,bull,5d_10%,2,False,0.07526172238051765,1624880.9934899977,2024-2025
2024-10-25,1730060.2759899977,54827.275989997725,1675233.0,bull,5d_10%,5,False,0.06473045282786583,1730060.2759899977,2024-2025
