window,regime,model,symbol,entry_date,exit_date,entry_price,exit_price,gross_return,net_return,shares,cost_ratio
2024-2025 Recovery,recovery,10d_15%,000506.SZ,2024-11-11,2024-11-18,4.03,3.61,-0.10421836228287851,-0.10731836228287851,115800,0.0031
2024-2025 Recovery,recovery,10d_15%,000752.SZ,2024-11-12,2024-11-19,8.3,7.73,-0.06867469879518073,-0.07177469879518074,85900,0.0031
2024-2025 Recovery,recovery,10d_15%,000908.SZ,2024-11-14,2024-11-21,5.85,5.83,-0.0034188034188032956,-0.006518803418803296,39400,0.0031
2024-2025 Recovery,recovery,10d_15%,000615.SZ,2024-11-22,2024-11-29,3.24,3.83,0.18209876543209869,0.1789987654320987,89700,0.0031
2024-2025 Recovery,recovery,10d_15%,002155.SZ,2024-11-22,2024-11-29,20.24,17.7,-0.125494071146245,-0.128594071146245,14300,0.0031
2024-2025 Recovery,recovery,10d_15%,002117.SZ,2024-11-22,2024-11-29,10.38,9.13,-0.12042389210019266,-0.12352389210019267,28000,0.0031
2024-2025 Recovery,recovery,10d_15%,000695.SZ,2024-11-22,2024-11-29,16.91,12.05,-0.28740390301596686,-0.29050390301596685,17200,0.0031
2024-2025 Recovery,recovery,10d_15%,002095.SZ,2024-11-22,2024-11-29,23.61,29.23,0.23803473104616701,0.23493473104616702,12300,0.0031
2024-2025 Recovery,sideways,5d_10%,002006.SZ,2024-12-03,2024-12-10,22.88,21.1,-0.0777972027972027,-0.08089720279720271,31100,0.0031
2024-2025 Recovery,sideways,5d_10%,002131.SZ,2024-12-03,2024-12-10,4.67,4.61,-0.012847965738757905,-0.015947965738757904,152700,0.0031
2024-2025 Recovery,sideways,5d_10%,000008.SZ,2024-12-04,2024-12-11,3.71,3.29,-0.1132075471698113,-0.1163075471698113,38500,0.0031
2024-2025 Recovery,sideways,5d_10%,002195.SZ,2024-12-04,2024-12-11,4.79,4.7,-0.018789144050104345,-0.021889144050104344,29800,0.0031
2024-2025 Recovery,sideways,5d_10%,002362.SZ,2024-12-06,2024-12-13,30.88,27.65,-0.10459844559585496,-0.10769844559585497,1800,0.0031
2024-2025 Recovery,sideways,5d_10%,002481.SZ,2024-12-10,2024-12-17,6.99,5.87,-0.16022889842632337,-0.16332889842632337,157400,0.0031
2024-2025 Recovery,sideways,5d_10%,002115.SZ,2024-12-11,2024-12-18,9.85,9.22,-0.06395939086294411,-0.06705939086294412,43900,0.0031
2024-2025 Recovery,recovery,10d_15%,000530.SZ,2024-12-13,2024-12-20,7.48,6.93,-0.07352941176470595,-0.07662941176470596,16800,0.0031
2024-2025 Recovery,recovery,10d_15%,000863.SZ,2024-12-16,2024-12-23,5.2,4.25,-0.1826923076923077,-0.1857923076923077,4800,0.0031
2024-2025 Recovery,bull,5d_10%,000656.SZ,2024-12-17,2024-12-24,1.8,1.61,-0.10555555555555551,-0.10865555555555552,413600,0.0031
2024-2025 Recovery,recovery,10d_15%,002058.SZ,2024-12-19,2024-12-26,18.36,11.88,-0.3529411764705882,-0.3,12800,0.0031
2024-2025 Recovery,recovery,10d_15%,002181.SZ,2024-12-19,2024-12-26,9.11,6.4,-0.2974753018660812,-0.3,25900,0.0031
2024-2025 Recovery,sideways,5d_10%,000533.SZ,2024-12-31,2025-01-08,6.34,8.2,0.2933753943217665,0.2902753943217665,156300,0.0031
2024-2025 Recovery,sideways,5d_10%,002168.SZ,2025-01-02,2025-01-09,3.06,2.67,-0.12745098039215685,-0.13055098039215685,64400,0.0031
2024-2025 Recovery,sideways,5d_10%,000573.SZ,2025-01-03,2025-01-10,3.77,5.53,0.46684350132625996,0.3,5200,0.0031
2024-2025 Recovery,sideways,5d_10%,002449.SZ,2025-01-03,2025-01-10,14.29,12.54,-0.12246326102169347,-0.12556326102169346,1300,0.0031
2024-2025 Recovery,sideways,5d_10%,000016.SZ,2025-01-14,2025-01-21,6.68,5.57,-0.16616766467065858,-0.16926766467065857,90400,0.0031
2024-2025 Recovery,sideways,5d_10%,000777.SZ,2025-01-14,2025-01-21,21.0,17.49,-0.16714285714285726,-0.17024285714285725,28700,0.0031
2024-2025 Recovery,sideways,5d_10%,002123.SZ,2025-01-16,2025-01-23,13.08,10.89,-0.1674311926605504,-0.1705311926605504,18400,0.0031
2024-2025 Recovery,sideways,5d_10%,002090.SZ,2025-01-21,2025-02-05,11.72,8.93,-0.23805460750853247,-0.24115460750853246,36300,0.0031
2024-2025 Recovery,sideways,5d_10%,000856.SZ,2025-01-21,2025-02-05,9.56,11.46,0.1987447698744771,0.1956447698744771,44600,0.0031
2024-2025 Recovery,sideways,5d_10%,000818.SZ,2025-01-27,2025-02-11,18.47,27.05,0.4645370871683814,0.3,8900,0.0031
2024-2025 Recovery,sideways,5d_10%,000736.SZ,2025-01-27,2025-02-11,6.12,6.58,0.07516339869281041,0.07206339869281041,27000,0.0031
2024-2025 Recovery,recovery,10d_15%,000972.SZ,2025-02-05,2025-02-12,3.64,3.38,-0.07142857142857151,-0.07452857142857151,201900,0.0031
2024-2025 Recovery,recovery,10d_15%,002261.SZ,2025-02-10,2025-02-17,27.19,31.78,0.16881206325855103,0.16571206325855103,5300,0.0031
2024-2025 Recovery,recovery,10d_15%,002123.SZ,2025-02-12,2025-02-19,20.78,19.42,-0.0654475457170356,-0.0685475457170356,32900,0.0031
2024-2025 Recovery,recovery,10d_15%,002616.SZ,2025-02-28,2025-03-07,6.77,6.0,-0.11373707533234856,-0.11683707533234856,149100,0.0031
2024-2025 Recovery,recovery,10d_15%,002227.SZ,2025-03-04,2025-03-11,15.5,12.64,-0.184516129032258,-0.187616129032258,12900,0.0031
2024-2025 Recovery,sideways,5d_10%,001202.SZ,2025-03-24,2025-03-31,22.33,15.51,-0.3054187192118226,-0.3,39700,0.0031
2024-2025 Recovery,sideways,5d_10%,000736.SZ,2025-03-25,2025-04-01,5.41,5.28,-0.02402957486136781,-0.027129574861367807,24500,0.0031
2024-2025 Recovery,sideways,5d_10%,000633.SZ,2025-03-26,2025-04-02,5.9,4.98,-0.1559322033898305,-0.15903220338983048,12000,0.0031
2024-2025 Recovery,sideways,5d_10%,001217.SZ,2025-03-27,2025-04-03,14.86,11.79,-0.20659488559892336,-0.20969488559892335,900,0.0031
2024-2025 Recovery,bear,10d_15%,002549.SZ,2025-03-31,2025-04-08,8.35,12.23,0.4646706586826348,0.3,59400,0.0031
2024-2025 Recovery,bear,10d_15%,001212.SZ,2025-04-01,2025-04-09,35.42,51.87,0.4644268774703555,0.3,2800,0.0031
2024-2025 Recovery,bear,10d_15%,001333.SZ,2025-04-01,2025-04-09,29.02,19.42,-0.3308063404548587,-0.3,3400,0.0031
2024-2025 Recovery,bear,10d_15%,000736.SZ,2025-04-16,2025-04-23,4.66,4.31,-0.07510729613733913,-0.07820729613733914,61900,0.0031
2024-2025 Recovery,sideways,5d_10%,000736.SZ,2025-04-28,2025-05-08,3.78,4.16,0.10052910052910069,0.09742910052910068,74000,0.0031
2024-2025 Recovery,recovery,10d_15%,000691.SZ,2025-05-06,2025-05-13,3.69,4.13,0.1192411924119241,0.1161411924119241,91000,0.0031
2024-2025 Recovery,recovery,10d_15%,002168.SZ,2025-05-07,2025-05-14,2.6,2.77,0.06538461538461537,0.062284615384615376,8600,0.0031
2024-2025 Recovery,recovery,10d_15%,000793.SZ,2025-05-07,2025-05-14,2.81,2.72,-0.03202846975088958,-0.035128469750889575,7900,0.0031
2024-2025 Recovery,recovery,10d_15%,002717.SZ,2025-05-07,2025-05-14,2.22,1.81,-0.18468468468468469,-0.18778468468468468,10000,0.0031
2024-2025 Recovery,recovery,10d_15%,002973.SZ,2025-05-08,2025-05-15,13.34,12.11,-0.09220389805097451,-0.09530389805097451,19400,0.0031
2024-2025 Recovery,recovery,10d_15%,002717.SZ,2025-05-14,2025-05-21,1.72,1.89,0.09883720930232553,0.09573720930232553,176100,0.0031
2024-2025 Recovery,sideways,5d_10%,002040.SZ,2025-05-19,2025-05-26,12.38,11.45,-0.0751211631663975,-0.0782211631663975,21100,0.0031
2024-2025 Recovery,sideways,5d_10%,002717.SZ,2025-05-21,2025-05-28,1.95,2.18,0.11794871794871797,0.11484871794871797,156200,0.0031
2024-2025 Recovery,recovery,10d_15%,001230.SZ,2025-05-28,2025-06-05,25.55,21.15,-0.17221135029354218,-0.17531135029354217,24500,0.0031
2024-2025 Recovery,recovery,10d_15%,000826.SZ,2025-05-29,2025-06-06,2.51,2.16,-0.1394422310756971,-0.14254223107569708,50400,0.0031
2024-2025 Recovery,sideways,5d_10%,000504.SZ,2025-06-10,2025-06-17,8.99,9.07,0.008898776418242438,0.0057987764182424375,58600,0.0031
