date,value,cash,positions,regime,model,num_positions,ret,cummax,window
2022-03-02,1011780.64631,702110.64631,309670.0,sideways,5d_10%,1,0.028488810807779874,1084223.69705,2022 Bear
2022-03-03,1012126.64631,702110.64631,310016.00000000006,sideways,5d_10%,1,0.0003419713564021265,1084223.69705,2022 Bear
2022-03-04,978660.65541,491844.65541,486816.0,sideways,5d_10%,2,-0.03306502306011794,1084223.69705,2022 Bear
2022-03-07,986307.58619,776314.58619,209993.0,bear,10d_15%,1,0.00781366936305039,1084223.69705,2022 Bear
2022-03-08,1007375.58619,776314.58619,231061.0,severe_bear,5d_10%,1,0.021360476483186508,1084223.69705,2022 Bear
2022-03-09,995238.58619,776314.58619,218924.0,severe_bear,5d_10%,1,-0.012048137920339541,1084223.69705,2022 Bear
2022-03-10,1017222.58619,776314.58619,240908.0,severe_bear,5d_10%,1,0.022089175706259345,1084223.69705,2022 Bear
2022-03-11,979130.34399,844218.34399,134912.0,severe_bear,5d_10%,1,-0.037447302799944904,1084223.69705,2022 Bear
2022-03-14,992594.34399,844218.34399,148376.0,severe_bear,5d_10%,1,0.013750978184511764,1084223.69705,2022 Bear
2022-03-15,1007418.34399,844218.34399,163200.0,severe_bear,5d_10%,1,0.01493460051405382,1084223.69705,2022 Bear
2022-03-16,1023738.34399,844218.34399,179520.0,severe_bear,5d_10%,1,0.016199824132011154,1084223.69705,2022 Bear
2022-03-17,1032578.34399,844218.34399,188360.0,severe_bear,5d_10%,1,0.008635018949809226,1084223.69705,2022 Bear
2022-03-18,1034275.62399,1034275.62399,0.0,severe_bear,5d_10%,0,0.0016437299986764575,1084223.69705,2022 Bear
2022-03-21,1019998.33719,879238.33719,140760.0,severe_bear,5d_10%,1,-0.013804141245175483,1084223.69705,2022 Bear
2022-03-22,1026067.7676299999,1026067.7676299999,0.0,severe_bear,5d_10%,0,0.005950431700428638,1084223.69705,2022 Bear
2022-03-23,1026067.7676299999,1026067.7676299999,0.0,severe_bear,5d_10%,0,0.0,1084223.69705,2022 Bear
2022-03-24,1026067.7676299999,1026067.7676299999,0.0,severe_bear,5d_10%,0,0.0,1084223.69705,2022 Bear
2022-03-25,1026067.7676299999,1026067.7676299999,0.0,severe_bear,5d_10%,0,0.0,1084223.69705,2022 Bear
2022-03-28,1026067.7676299999,1026067.7676299999,0.0,severe_bear,5d_10%,0,0.0,1084223.69705,2022 Bear
2022-03-29,1026067.7676299999,1026067.7676299999,0.0,severe_bear,5d_10%,0,0.0,1084223.69705,2022 Bear
2022-03-30,1026067.7676299999,1026067.7676299999,0.0,severe_bear,5d_10%,0,0.0,1084223.69705,2022 Bear
2022-03-31,1026067.7676299999,1026067.7676299999,0.0,severe_bear,5d_10%,0,0.0,1084223.69705,2022 Bear
2022-04-01,997588.9357299998,718104.9357299998,279484.0,bear,10d_15%,1,-0.02775531285402344,1084223.69705,2022 Bear
2022-04-06,1025389.8982299998,503951.8982299998,521438.0,sideways,5d_10%,2,0.027868154411372137,1084223.69705,2022 Bear
2022-04-07,1060955.89823,503951.8982299998,557004.0,severe_bear,5d_10%,2,0.034685342679300124,1084223.69705,2022 Bear
2022-04-08,1116786.89823,503951.8982299998,612835.0,severe_bear,5d_10%,2,0.05262329951051048,1116786.89823,2022 Bear
2022-04-11,1103690.89823,503951.8982299998,599739.0,severe_bear,5d_10%,2,-0.011726498601260404,1116786.89823,2022 Bear
2022-04-12,1043344.8634299998,805094.8634299998,238249.99999999997,severe_bear,5d_10%,1,-0.054676571943084507,1116786.89823,2022 Bear
2022-04-13,1056890.8134299999,1056890.8134299999,0.0,severe_bear,5d_10%,0,0.012983195178119411,1116786.89823,2022 Bear
2022-04-14,1056890.8134299999,1056890.8134299999,0.0,severe_bear,5d_10%,0,0.0,1116786.89823,2022 Bear
2022-04-15,1056890.8134299999,1056890.8134299999,0.0,severe_bear,5d_10%,0,0.0,1116786.89823,2022 Bear
2022-04-18,1056890.8134299999,1056890.8134299999,0.0,severe_bear,5d_10%,0,0.0,1116786.89823,2022 Bear
2022-04-19,1056890.8134299999,1056890.8134299999,0.0,severe_bear,5d_10%,0,0.0,1116786.89823,2022 Bear
2022-04-20,1074043.3315299999,898622.3315299999,175421.0,severe_bear,5d_10%,1,0.016229224326715253,1116786.89823,2022 Bear
2022-04-21,1056422.3315299999,898622.3315299999,157800.0,severe_bear,5d_10%,1,-0.016406228205801066,1116786.89823,2022 Bear
2022-04-22,1048511.8937999998,1048511.8937999998,0.0,severe_bear,5d_10%,0,-0.007487950125536824,1116786.89823,2022 Bear
2022-04-25,1048511.8937999998,1048511.8937999998,0.0,severe_bear,5d_10%,0,0.0,1116786.89823,2022 Bear
2022-04-26,1048511.8937999998,1048511.8937999998,0.0,severe_bear,5d_10%,0,0.0,1116786.89823,2022 Bear
2022-04-27,1048511.8937999998,1048511.8937999998,0.0,severe_bear,5d_10%,0,0.0,1116786.89823,2022 Bear
2022-04-28,1048511.8937999998,1048511.8937999998,0.0,severe_bear,5d_10%,0,0.0,1116786.89823,2022 Bear
2022-04-29,1034263.1737999999,893911.1737999999,140352.0,severe_bear,5d_10%,1,-0.013589469117379238,1116786.89823,2022 Bear
2022-05-05,1048311.1737999999,893911.1737999999,154400.0,severe_bear,5d_10%,1,0.013582616451851548,1116786.89823,2022 Bear
2022-05-06,1063767.1738,893911.1737999999,169856.0,severe_bear,5d_10%,1,0.014743713876457232,1116786.89823,2022 Bear
2022-05-09,1080759.1738,893911.1737999999,186848.0,severe_bear,5d_10%,1,0.015973420141647265,1116786.89823,2022 Bear
2022-05-10,1099447.1738,893911.1737999999,205536.0,severe_bear,5d_10%,1,0.01729154880480177,1116786.89823,2022 Bear
2022-05-11,1119584.2297999999,1119584.2297999999,0.0,severe_bear,5d_10%,0,0.01831561941298232,1119584.2297999999,2022 Bear
2022-05-12,1119584.2297999999,1119584.2297999999,0.0,severe_bear,5d_10%,0,0.0,1119584.2297999999,2022 Bear
2022-05-13,1119584.2297999999,1119584.2297999999,0.0,severe_bear,5d_10%,0,0.0,1119584.2297999999,2022 Bear
2022-05-16,1118201.1417999999,951606.1417999999,166595.0,severe_bear,5d_10%,1,-0.0012353585940086953,1119584.2297999999,2022 Bear
2022-05-17,1110691.2721999998,1110691.2721999998,0.0,severe_bear,5d_10%,0,-0.006716027483133491,1119584.2297999999,2022 Bear
2022-05-18,1110691.2721999998,1110691.2721999998,0.0,severe_bear,5d_10%,0,0.0,1119584.2297999999,2022 Bear
2022-05-19,1110691.2721999998,1110691.2721999998,0.0,severe_bear,5d_10%,0,0.0,1119584.2297999999,2022 Bear
2022-05-20,1082074.7476,778317.7475999998,303757.0,sideways,5d_10%,3,-0.025764607426254194,1119584.2297999999,2022 Bear
2022-05-23,1112467.7476,778317.7475999998,334150.0,sideways,5d_10%,3,0.02808770842070807,1119584.2297999999,2022 Bear
2022-05-24,1127804.7884999998,882828.7884999998,244976.0,severe_bear,5d_10%,2,0.01378650386322433,1127804.7884999998,2022 Bear
2022-05-25,1152290.7884999998,882828.7884999998,269462.0,severe_bear,5d_10%,2,0.021711204146035668,1152290.7884999998,2022 Bear
2022-05-26,1179280.7884999998,882828.7884999998,296452.0,severe_bear,5d_10%,2,0.023422907020834938,1179280.7884999998,2022 Bear
2022-05-27,1191630.2983,1026930.2982999999,164700.0,severe_bear,5d_10%,1,0.010472069010560414,1191630.2983,2022 Bear
2022-05-30,1186871.5103,719771.5103,467100.0,sideways,5d_10%,3,-0.003993510409049605,1191630.2983,2022 Bear
2022-05-31,1209833.9507,1010668.9506999999,199165.0,sideways,5d_10%,1,0.019347031418924132,1209833.9507,2022 Bear
2022-06-01,1238042.9570999998,707202.9570999999,530840.0,sideways,5d_10%,2,0.02331642816245849,1238042.9570999998,2022 Bear
2022-06-02,1235553.10398,994603.1039799999,240950.0,sideways,5d_10%,1,-0.0020111201357925212,1238042.9570999998,2022 Bear
2022-06-06,1211067.76498,1211067.76498,0.0,recovery,5d_10%,0,-0.019817310094666918,1238042.9570999998,2022 Bear
2022-06-07,1211067.76498,1211067.76498,0.0,recovery,5d_10%,0,0.0,1238042.9570999998,2022 Bear
2022-06-08,1211067.76498,1211067.76498,0.0,recovery,5d_10%,0,0.0,1238042.9570999998,2022 Bear
2022-06-09,1211067.76498,1211067.76498,0.0,recovery,5d_10%,0,0.0,1238042.9570999998,2022 Bear
2022-06-10,1211067.76498,1211067.76498,0.0,recovery,5d_10%,0,0.0,1238042.9570999998,2022 Bear
2022-06-13,1211067.76498,1211067.76498,0.0,recovery,5d_10%,0,0.0,1238042.9570999998,2022 Bear
2022-06-14,1211067.76498,1211067.76498,0.0,recovery,5d_10%,0,0.0,1238042.9570999998,2022 Bear
2022-06-15,1122263.0225799999,246167.02257999987,876096.0,bull,5d_10%,1,-0.07332764108494516,1238042.9570999998,2022 Bear
2022-06-16,1213952.08218,49804.08217999985,1164148.0,bull,5d_10%,3,0.08170015206347414,1238042.9570999998,2022 Bear
2022-06-17,1302482.5383799998,28815.538379999824,1273667.0,bull,5d_10%,3,0.07292747176726944,1302482.5383799998,2022 Bear
2022-06-20,1407761.5383799998,28815.538379999824,1378946.0,bull,5d_10%,3,0.08082949052886645,1407761.5383799998,2022 Bear
2022-06-21,1520263.4078999998,121831.40789999982,1398432.0,bull,5d_10%,2,0.07991543059875261,1520263.4078999998,2022 Bear
2022-06-22,1494251.4694999997,301583.46949999966,1192668.0,bull,5d_10%,3,-0.017110152270211842,1520263.4078999998,2022 Bear
2022-06-23,1484129.4694999997,301583.46949999966,1182546.0,bull,5d_10%,3,-0.006773960211253427,1520263.4078999998,2022 Bear
2022-06-24,1684050.8714999997,419480.87149999966,1264570.0,bull,5d_10%,2,0.1347061736246995,1684050.8714999997,2022 Bear
2022-06-27,1793210.8714999997,419480.87149999966,1373730.0,bull,5d_10%,2,0.06481989460494741,1793210.8714999997,2022 Bear
2022-06-28,1823698.9646999997,86812.96469999963,1736886.0,bull,5d_10%,5,0.01700195648183711,1823698.9646999997,2022 Bear
2022-06-29,1772193.6284999996,1551580.6284999996,220613.0,bull,5d_10%,2,-0.02824223580588192,1823698.9646999997,2022 Bear
2022-06-30,1650035.2364399994,332429.2364399994,1317606.0,bull,5d_10%,2,-0.06893061237523812,1823698.9646999997,2022 Bear
2022-07-01,1738949.9288399995,67232.92883999943,1671717.0,bull,5d_10%,3,0.05388654159400641,1823698.9646999997,2022 Bear
2022-07-04,1899640.2158399995,18159.215839999422,1881481.0,bull,5d_10%,4,0.09240650598099265,1899640.2158399995,2022 Bear
2022-07-05,2070836.4907399993,36732.4907399994,2034104.0,bull,5d_10%,3,0.09012036777937915,2070836.4907399993,2022 Bear
2022-07-06,2252929.224939999,8029.224939999396,2244900.0,bull,5d_10%,4,0.08793197097610062,2252929.224939999,2022 Bear
2022-07-07,2271646.378179999,328829.3781799993,1942817.0,bull,5d_10%,3,0.008307918878587284,2271646.378179999,2022 Bear
2022-07-08,2109410.2263799994,146561.2263799993,1962849.0,bull,5d_10%,3,-0.07141787267522692,2271646.378179999,2022 Bear
2022-07-11,2073413.656129999,1934348.656129999,139065.0,recovery,5d_10%,1,-0.017064755731166947,2271646.378179999,2022 Bear
2022-07-12,2074037.7623299991,2074037.7623299991,0.0,recovery,5d_10%,0,0.0003010041909172756,2271646.378179999,2022 Bear
2022-07-13,2074037.7623299991,2074037.7623299991,0.0,recovery,5d_10%,0,0.0,2271646.378179999,2022 Bear
2022-07-14,2074037.7623299991,2074037.7623299991,0.0,recovery,5d_10%,0,0.0,2271646.378179999,2022 Bear
2022-07-15,2074037.7623299991,2074037.7623299991,0.0,sideways,5d_10%,0,0.0,2271646.378179999,2022 Bear
2022-07-18,2042345.4795299992,1451473.4795299992,590872.0,sideways,5d_10%,2,-0.015280475300698648,2271646.378179999,2022 Bear
2022-07-19,2054211.7513399993,1746096.7513399993,308115.0,sideways,5d_10%,1,0.005810119751498144,2271646.378179999,2022 Bear
2022-07-20,2052366.7513399993,1746096.7513399993,306270.0,recovery,5d_10%,1,-0.0008981547295678904,2271646.378179999,2022 Bear
2022-07-21,2025189.9215399993,1222470.9215399993,802719.0,sideways,5d_10%,3,-0.013241702430745406,2271646.378179999,2022 Bear
2022-07-22,2037694.0023699992,1062520.0023699992,975174.0,sideways,5d_10%,3,0.006174275655337791,2271646.378179999,2022 Bear
2022-07-25,2023210.534849999,1741222.534849999,281988.0,sideways,5d_10%,1,-0.007107773543601148,2271646.378179999,2022 Bear
2022-07-26,2037574.534849999,1741222.534849999,296352.0,sideways,5d_10%,1,0.007099607160292454,2271646.378179999,2022 Bear
2022-07-27,1974049.851649999,1218479.851649999,755570.0,sideways,5d_10%,2,-0.031176618137641054,2271646.378179999,2022 Bear
2022-07-28,2035019.346849999,1060315.346849999,974704.0,sideways,5d_10%,2,0.03088548911216149,2271646.378179999,2022 Bear
2022-07-29,2064209.332449999,1489549.332449999,574660.0,bear,10d_15%,1,0.01434383690021579,2271646.378179999,2022 Bear
2022-08-01,2121675.3324499987,1489549.332449999,632126.0,bear,10d_15%,1,0.027839230787603197,2271646.378179999,2022 Bear
2022-08-02,2184794.2705499986,1044308.2705499989,1140486.0,bear,10d_15%,2,0.029749574373904464,2271646.378179999,2022 Bear
2022-08-03,2195884.762149999,1265089.762149999,930795.0,bear,10d_15%,2,0.0050762178157892635,2271646.378179999,2022 Bear
2022-08-04,2251996.762149999,1265089.762149999,986907.0,bear,10d_15%,2,0.025553253507283546,2271646.378179999,2022 Bear
2022-08-05,2301790.762149999,1265089.762149999,1036701.0,bear,10d_15%,2,0.022111044223909637,2301790.762149999,2022 Bear
2022-08-08,2363419.762149999,1265089.762149999,1098330.0,bear,10d_15%,2,0.02677437107377867,2363419.762149999,2022 Bear
2022-08-09,2432964.0281499987,1711914.028149999,721050.0,bear,10d_15%,1,0.029425270581953544,2432964.0281499987,2022 Bear
2022-08-10,2434212.974749999,1752377.9747499991,681835.0,bear,10d_15%,1,0.0005133436358080168,2434212.974749999,2022 Bear
2022-08-11,2502665.974749999,1752377.9747499991,750288.0,sideways,5d_10%,1,0.028121204146909218,2502665.974749999,2022 Bear
2022-08-12,2577586.974749999,1752377.9747499991,825209.0,sideways,5d_10%,1,0.029936476044304827,2577586.974749999,2022 Bear
2022-08-15,2608165.831249999,1226199.831249999,1381966.0,sideways,5d_10%,2,0.01186336554286993,2608165.831249999,2022 Bear
2022-08-16,2666693.484799999,1724521.484799999,942172.0,sideways,5d_10%,1,0.022440158079193084,2666693.484799999,2022 Bear
2022-08-17,2711268.137999999,2711268.137999999,0.0,sideways,5d_10%,0,0.016715326847301037,2711268.137999999,2022 Bear
2022-08-18,2636724.6159999985,1898272.6159999988,738452.0,sideways,5d_10%,2,-0.027493968949522052,2711268.137999999,2022 Bear
2022-08-19,2710212.6159999985,1898272.6159999988,811940.0,sideways,5d_10%,2,0.027870942438988466,2711268.137999999,2022 Bear
2022-08-22,2791610.6159999985,1898272.6159999988,893338.0,sideways,5d_10%,2,0.030033806026678267,2791610.6159999985,2022 Bear
2022-08-23,2881301.6159999985,1898272.6159999988,983029.0,sideways,5d_10%,2,0.03212876447952295,2881301.6159999985,2022 Bear
2022-08-24,2887970.2998999986,1331139.2998999986,1556831.0,bear,10d_15%,3,0.002314469218692272,2887970.2998999986,2022 Bear
2022-08-25,2853639.543729998,2007629.5437299984,846010.0,sideways,5d_10%,2,-0.011887503195995186,2887970.2998999986,2022 Bear
2022-08-26,2910834.543729998,2007629.5437299984,903205.0,sideways,5d_10%,2,0.020042825705043343,2910834.543729998,2022 Bear
2022-08-29,2978769.543729998,2007629.5437299984,971140.0,sideways,5d_10%,2,0.02333866764991277,2978769.543729998,2022 Bear
2022-08-30,2963927.5261299983,1405295.5261299983,1558632.0,sideways,5d_10%,3,-0.004982600158256911,2978769.543729998,2022 Bear
2022-08-31,2958322.5261299983,1405295.5261299983,1553027.0,sideways,5d_10%,3,-0.0018910718803297755,2978769.543729998,2022 Bear
2022-09-01,2959253.5329299984,1641525.5329299984,1317728.0,sideways,5d_10%,2,0.0003147076736145227,2978769.543729998,2022 Bear
2022-09-02,3091329.5329299984,1641525.5329299984,1449804.0,bear,10d_15%,2,0.04463152566357831,3091329.5329299984,2022 Bear
2022-09-05,3052871.4540299983,1153138.4540299983,1899733.0,bear,10d_15%,3,-0.012440627403300208,3091329.5329299984,2022 Bear
2022-09-06,2994495.0423999983,2273763.0423999983,720732.0,sideways,5d_10%,1,-0.019121804671120124,3091329.5329299984,2022 Bear
2022-09-07,2939428.483959998,2939428.483959998,0.0,sideways,5d_10%,0,-0.01838926351865522,3091329.5329299984,2022 Bear
2022-09-08,2939428.483959998,2939428.483959998,0.0,bear,10d_15%,0,0.0,3091329.5329299984,2022 Bear
2022-09-09,2939428.483959998,2939428.483959998,0.0,sideways,5d_10%,0,0.0,3091329.5329299984,2022 Bear
2022-09-13,2939428.483959998,2939428.483959998,0.0,sideways,5d_10%,0,0.0,3091329.5329299984,2022 Bear
2022-09-14,2939428.483959998,2939428.483959998,0.0,sideways,5d_10%,0,0.0,3091329.5329299984,2022 Bear
2022-09-15,2939428.483959998,2939428.483959998,0.0,bear,10d_15%,0,0.0,3091329.5329299984,2022 Bear
2022-09-16,2939428.483959998,2939428.483959998,0.0,bear,10d_15%,0,0.0,3091329.5329299984,2022 Bear
2022-09-19,2939428.483959998,2939428.483959998,0.0,bear,10d_15%,0,0.0,3091329.5329299984,2022 Bear
2022-09-20,2939428.483959998,2939428.483959998,0.0,bear,10d_15%,0,0.0,3091329.5329299984,2022 Bear
2022-09-21,2939428.483959998,2939428.483959998,0.0,bear,10d_15%,0,0.0,3091329.5329299984,2022 Bear
2022-09-22,2858139.717259998,2056923.717259998,801216.0,bear,10d_15%,1,-0.02765461624379706,3091329.5329299984,2022 Bear
2022-09-23,2936298.612059998,1439117.6120599979,1497181.0,bear,10d_15%,2,0.027346072106974706,3091329.5329299984,2022 Bear
2022-09-26,2936517.612059998,1439117.6120599979,1497400.0,bear,10d_15%,2,7.458369496227135e-05,3091329.5329299984,2022 Bear
2022-09-27,2977939.612059998,1439117.6120599979,1538822.0,bear,10d_15%,2,0.01410582379274139,3091329.5329299984,2022 Bear
2022-09-28,2870629.5381699977,2274901.5381699977,595728.0,bear,10d_15%,1,-0.03603500670578341,3091329.5329299984,2022 Bear
2022-09-29,2860000.261329998,2860000.261329998,0.0,bear,10d_15%,0,-0.0037027685734662974,3091329.5329299984,2022 Bear
2022-09-30,2860000.261329998,2860000.261329998,0.0,bear,10d_15%,0,0.0,3091329.5329299984,2022 Bear
2022-10-10,2781140.3466299977,2003569.3466299975,777571.0,bear,10d_15%,2,-0.027573394228757042,3091329.5329299984,2022 Bear
2022-10-11,2858888.3466299977,2003569.3466299975,855319.0,bear,10d_15%,2,0.0279554392478647,3091329.5329299984,2022 Bear
2022-10-12,2944529.3466299977,2003569.3466299975,940960.0,bear,10d_15%,2,0.02995604921085926,3091329.5329299984,2022 Bear
2022-10-13,2976997.3466299977,2003569.3466299975,973428.0,bear,10d_15%,2,0.011026549977217748,3091329.5329299984,2022 Bear
2022-10-14,2983299.3466299977,2003569.3466299975,979730.0,bear,10d_15%,2,0.0021168980910022395,3091329.5329299984,2022 Bear
2022-10-17,2950657.559829997,2124106.559829997,826551.0,bear,10d_15%,1,-0.010941505698003007,3091329.5329299984,2022 Bear
2022-10-18,3033250.559829997,2124106.559829997,909144.0,bear,10d_15%,1,0.02799138779247512,3091329.5329299984,2022 Bear
2022-10-19,3124123.559829997,2124106.559829997,1000017.0,bear,10d_15%,1,0.029958949386988065,3124123.559829997,2022 Bear
2022-10-20,3224104.559829997,2124106.559829997,1099998.0,bear,10d_15%,1,0.03200289555943181,3224104.559829997,2022 Bear
2022-10-21,3325951.628829997,1486408.6288299968,1839543.0,bear,10d_15%,2,0.03158925745428376,3325951.628829997,2022 Bear
2022-10-24,3340911.110829997,2711709.110829997,629202.0,severe_bear,5d_10%,1,0.004497805040316383,3340911.110829997,2022 Bear
2022-10-25,3315646.563129997,3315646.563129997,0.0,severe_bear,5d_10%,0,-0.007562172970750902,3340911.110829997,2022 Bear
2022-10-26,3315646.563129997,3315646.563129997,0.0,severe_bear,5d_10%,0,0.0,3340911.110829997,2022 Bear
2022-10-27,3315646.563129997,3315646.563129997,0.0,severe_bear,5d_10%,0,0.0,3340911.110829997,2022 Bear
2022-10-28,3315646.563129997,3315646.563129997,0.0,severe_bear,5d_10%,0,0.0,3340911.110829997,2022 Bear
2022-10-31,3315646.563129997,3315646.563129997,0.0,severe_bear,5d_10%,0,0.0,3340911.110829997,2022 Bear
2022-11-01,3315646.563129997,3315646.563129997,0.0,severe_bear,5d_10%,0,0.0,3340911.110829997,2022 Bear
2022-11-02,3315646.563129997,3315646.563129997,0.0,bear,10d_15%,0,0.0,3340911.110829997,2022 Bear
2022-11-03,3315646.563129997,3315646.563129997,0.0,severe_bear,5d_10%,0,0.0,3340911.110829997,2022 Bear
2022-11-04,3315646.563129997,3315646.563129997,0.0,sideways,5d_10%,0,0.0,3340911.110829997,2022 Bear
2022-11-07,3273682.791529997,2322224.791529997,951458.0,sideways,5d_10%,2,-0.012656286127308403,3340911.110829997,2022 Bear
2022-11-08,3321521.463809997,2792891.463809997,528630.0,sideways,5d_10%,1,0.014613105583648256,3340911.110829997,2022 Bear
2022-11-09,3288021.463809997,2792891.463809997,495130.00000000006,sideways,5d_10%,1,-0.010085739431463292,3340911.110829997,2022 Bear
2022-11-10,3296731.463809997,2792891.463809997,503840.0,sideways,5d_10%,1,0.0026490094714610724,3340911.110829997,2022 Bear
2022-11-11,3263053.645809997,3263053.645809997,0.0,sideways,5d_10%,0,-0.010215517511723227,3340911.110829997,2022 Bear
2022-11-14,3263053.645809997,3263053.645809997,0.0,sideways,5d_10%,0,0.0,3340911.110829997,2022 Bear
2022-11-15,3181543.715109997,2284143.715109997,897400.0,sideways,5d_10%,2,-0.02497964776174144,3340911.110829997,2022 Bear
2022-11-16,3160673.043019997,1922347.0430199967,1238326.0,sideways,5d_10%,2,-0.006559919950456683,3340911.110829997,2022 Bear
2022-11-17,3144539.8604199965,1669887.8604199965,1474652.0,sideways,5d_10%,2,-0.005104350364751875,3340911.110829997,2022 Bear
2022-11-18,3254643.6974199964,2348199.6974199964,906444.0000000001,sideways,5d_10%,1,0.0350142920386749,3340911.110829997,2022 Bear
2022-11-21,3345440.6974199964,2348199.6974199964,997241.0,sideways,5d_10%,1,0.02789767742379179,3345440.6974199964,2022 Bear
2022-11-22,3445393.6974199964,2348199.6974199964,1097194.0,sideways,5d_10%,1,0.029877379107955404,3445393.6974199964,2022 Bear
2022-11-23,3455012.6346199964,2486828.6346199964,968184.0,sideways,5d_10%,1,0.0027918252730312343,3455012.6346199964,2022 Bear
2022-11-24,3551708.6346199964,2486828.6346199964,1064880.0,sideways,5d_10%,1,0.027987162487072892,3551708.6346199964,2022 Bear
2022-11-25,3589607.157019996,1740107.1570199963,1849500.0,sideways,5d_10%,2,0.010670504339963749,3589607.157019996,2022 Bear
2022-11-28,3537885.9340199963,1217718.9340199963,2320167.0,sideways,5d_10%,3,-0.014408602595649356,3589607.157019996,2022 Bear
2022-11-29,3735080.9340199963,1217718.9340199963,2517362.0,recovery,5d_10%,3,0.05573808869974872,3735080.9340199963,2022 Bear
