date,value,cash,positions,regime,model,num_positions,monthly_halted,ret,cummax,window
2022-12-26,3040449.504559995,3040449.504559995,0.0,recovery,5d_10%,0,False,0.012481419623580958,3449332.2858299958,2022 Bear
2022-12-27,3040449.504559995,3040449.504559995,0.0,recovery,5d_10%,0,False,0.0,3449332.2858299958,2022 Bear
2022-12-28,3040449.504559995,3040449.504559995,0.0,recovery,5d_10%,0,False,0.0,3449332.2858299958,2022 Bear
2022-12-29,3040449.504559995,3040449.504559995,0.0,sideways,5d_10%,0,False,0.0,3449332.2858299958,2022 Bear
2022-12-30,3040449.504559995,3040449.504559995,0.0,recovery,5d_10%,0,False,0.0,3449332.2858299958,2022 Bear
2023-01-03,977295.3129,707553.3129,269742.0,sideways,5d_10%,3,False,0.0,977295.3129,2023 Sideways
2023-01-04,970482.42193,690207.42193,280275.0,sideways,5d_10%,1,False,-0.006971169185068238,977295.3129,2023 Sideways
2023-01-05,986577.42193,690207.42193,296370.0,recovery,5d_10%,1,False,0.01658453531594306,986577.42193,2023 Sideways
2023-01-06,968936.40505,968936.40505,0.0,recovery,5d_10%,0,False,-0.017881026352183915,986577.42193,2023 Sideways
2023-01-09,968936.40505,968936.40505,0.0,recovery,5d_10%,0,False,0.0,986577.42193,2023 Sideways
2023-01-10,968936.40505,968936.40505,0.0,recovery,5d_10%,0,False,0.0,986577.42193,2023 Sideways
2023-01-11,968936.40505,968936.40505,0.0,recovery,5d_10%,0,False,0.0,986577.42193,2023 Sideways
2023-01-12,968936.40505,968936.40505,0.0,recovery,5d_10%,0,False,0.0,986577.42193,2023 Sideways
2023-01-13,968936.40505,968936.40505,0.0,bull,5d_10%,0,False,0.0,986577.42193,2023 Sideways
2023-01-16,968936.40505,968936.40505,0.0,bull,5d_10%,0,False,0.0,986577.42193,2023 Sideways
2023-01-17,968936.40505,968936.40505,0.0,bull,5d_10%,0,False,0.0,986577.42193,2023 Sideways
2023-01-18,968936.40505,968936.40505,0.0,bull,5d_10%,0,False,0.0,986577.42193,2023 Sideways
2023-01-19,968936.40505,968936.40505,0.0,bull,5d_10%,0,False,0.0,986577.42193,2023 Sideways
2023-01-20,968936.40505,968936.40505,0.0,bull,5d_10%,0,False,0.0,986577.42193,2023 Sideways
2023-01-30,968936.40505,968936.40505,0.0,bull,5d_10%,0,False,0.0,986577.42193,2023 Sideways
2023-01-31,922649.2824499998,195530.28244999988,727119.0,bull,5d_10%,2,False,-0.047771063569039485,986577.42193,2023 Sideways
2023-02-01,947922.6842699999,562478.6842699999,385444.0,bull,5d_10%,1,False,0.027392208828135756,986577.42193,2023 Sideways
2023-02-02,986501.6842699999,562478.6842699999,424023.0,bull,5d_10%,1,False,0.04069846691105394,986577.42193,2023 Sideways
2023-02-03,1028886.6842699999,562478.6842699999,466408.0,bull,5d_10%,1,False,0.042964954521455656,1028886.6842699999,2023 Sideways
2023-02-06,1075596.6842699999,562478.6842699999,513118.0,bull,5d_10%,1,False,0.04539858539732289,1075596.6842699999,2023 Sideways
2023-02-07,1125961.5860699997,1125961.5860699997,0.0,bull,5d_10%,0,False,0.04682508094024307,1125961.5860699997,2023 Sideways
2023-02-08,1125961.5860699997,1125961.5860699997,0.0,recovery,5d_10%,0,False,0.0,1125961.5860699997,2023 Sideways
2023-02-09,1125961.5860699997,1125961.5860699997,0.0,bull,5d_10%,0,False,0.0,1125961.5860699997,2023 Sideways
2023-02-10,1125961.5860699997,1125961.5860699997,0.0,recovery,5d_10%,0,False,0.0,1125961.5860699997,2023 Sideways
2023-02-13,1125961.5860699997,1125961.5860699997,0.0,bull,5d_10%,0,False,0.0,1125961.5860699997,2023 Sideways
2023-02-14,1062936.4440699997,225452.44406999962,837484.0,bull,5d_10%,2,False,-0.05597450461874087,1125961.5860699997,2023 Sideways
2023-02-15,1122880.4440699997,225452.44406999962,897428.0,recovery,5d_10%,2,False,0.05639471704486265,1125961.5860699997,2023 Sideways
2023-02-16,1163930.4440699997,225452.44406999962,938478.0,recovery,5d_10%,2,False,0.03655776553664958,1163930.4440699997,2023 Sideways
2023-02-17,1136670.4440699997,225452.44406999962,911218.0,sideways,5d_10%,2,False,-0.023420643509141303,1163930.4440699997,2023 Sideways
2023-02-20,1094879.3446299995,651295.3446299995,443583.99999999994,sideways,5d_10%,1,False,-0.03676624096106662,1163930.4440699997,2023 Sideways
2023-02-21,1078287.5726699994,1078287.5726699994,0.0,recovery,5d_10%,0,False,-0.015153972939006333,1163930.4440699997,2023 Sideways
2023-02-22,1075993.2535699995,759166.2535699995,316827.0,sideways,5d_10%,1,False,-0.002127743246005176,1163930.4440699997,2023 Sideways
2023-02-23,1079471.2535699995,759166.2535699995,320305.0,sideways,5d_10%,1,False,0.0032323622740759728,1163930.4440699997,2023 Sideways
2023-02-24,1061392.9145999996,1061392.9145999996,0.0,sideways,5d_10%,0,False,-0.016747401943508655,1163930.4440699997,2023 Sideways
2023-02-27,1061392.9145999996,1061392.9145999996,0.0,sideways,5d_10%,0,False,0.0,1163930.4440699997,2023 Sideways
2023-02-28,1031992.5197999995,742983.5197999995,289009.0,sideways,5d_10%,1,False,-0.02769982199389376,1163930.4440699997,2023 Sideways
2023-03-01,1044535.9466399995,1044535.9466399995,0.0,sideways,5d_10%,0,False,0.012154571471536313,1163930.4440699997,2023 Sideways
2023-03-02,1044535.9466399995,1044535.9466399995,0.0,sideways,5d_10%,0,False,0.0,1163930.4440699997,2023 Sideways
2023-03-03,1015670.6345399995,730811.6345399995,284859.0,sideways,5d_10%,1,False,-0.027634579923124902,1163930.4440699997,2023 Sideways
2023-03-06,1044128.6345399995,730811.6345399995,313317.0,recovery,5d_10%,1,False,0.02801892565584385,1163930.4440699997,2023 Sideways
2023-03-07,1075376.6345399995,730811.6345399995,344565.0,sideways,5d_10%,1,False,0.029927347039731877,1163930.4440699997,2023 Sideways
2023-03-08,1109972.6345399995,730811.6345399995,379161.0,sideways,5d_10%,1,False,0.032171054204463534,1163930.4440699997,2023 Sideways
2023-03-09,1147916.6345399995,730811.6345399995,417105.0,sideways,5d_10%,1,False,0.03418462655678445,1163930.4440699997,2023 Sideways
2023-03-10,1155971.9745399996,831906.9745399996,324065.0,sideways,5d_10%,1,False,0.00701735627624922,1163930.4440699997,2023 Sideways
2023-03-13,1188476.9745399996,831906.9745399996,356570.0,sideways,5d_10%,1,False,0.028119193817769617,1188476.9745399996,2023 Sideways
2023-03-14,1224133.9745399996,831906.9745399996,392227.0,sideways,5d_10%,1,False,0.030002264043694327,1224133.9745399996,2023 Sideways
2023-03-15,1263336.9745399996,831906.9745399996,431430.0,sideways,5d_10%,1,False,0.032025089422693,1263336.9745399996,2023 Sideways
2023-03-16,1306479.9745399996,831906.9745399996,474573.0,sideways,5d_10%,1,False,0.03415003349815593,1306479.9745399996,2023 Sideways
2023-03-17,1315655.5440399996,947305.5440399996,368350.0,sideways,5d_10%,1,False,0.007023122955428951,1315655.5440399996,2023 Sideways
2023-03-20,1352490.5440399996,947305.5440399996,405185.0,sideways,5d_10%,1,False,0.027997449763249138,1352490.5440399996,2023 Sideways
2023-03-21,1393078.5440399996,947305.5440399996,445773.0,sideways,5d_10%,1,False,0.030009821642641876,1393078.5440399996,2023 Sideways
2023-03-22,1366807.5440399996,947305.5440399996,419502.0,sideways,5d_10%,1,False,-0.01885823316452262,1393078.5440399996,2023 Sideways
2023-03-23,1382511.1750399997,662806.1750399997,719705.0,sideways,5d_10%,2,False,0.011489277381059315,1393078.5440399996,2023 Sideways
2023-03-24,1369706.8156399997,1085576.8156399997,284130.0,sideways,5d_10%,1,False,-0.009261667920788752,1393078.5440399996,2023 Sideways
2023-03-27,1384091.5522399996,760336.5522399996,623755.0,sideways,5d_10%,2,False,0.010502055210463768,1393078.5440399996,2023 Sideways
