window,symbol,entry_date,exit_date,entry_price,exit_price,gross_return,net_return,shares,cost_ratio
2022 Bear,001330.SZ,2022-09-23,2022-09-30,10.44,9.69,-0.07183908045977017,-0.07493908045977017,500,0.0031
2022 Bear,000620.SZ,2022-09-23,2022-09-30,3.8,3.6,-0.05263157894736836,-0.05573157894736836,1500,0.0031
2022 Bear,002112.SZ,2022-09-23,2022-09-30,7.0,6.52,-0.06857142857142862,-0.07167142857142862,800,0.0031
2022 Bear,301306.SZ,2022-09-23,2022-09-30,44.56,38.8,-0.12926391382405755,-0.13236391382405754,100,0.0031
2022 Bear,000868.SZ,2022-09-23,2022-09-30,7.41,6.02,-0.18758434547908243,-0.19068434547908242,800,0.0031
2022 Bear,000957.SZ,2022-09-23,2022-09-30,14.51,12.9,-0.11095796002756719,-0.1140579600275672,400,0.0031
2022 Bear,002115.SZ,2022-09-23,2022-09-30,4.66,4.3,-0.07725321888412029,-0.0803532188841203,1200,0.0031
2022 Bear,001205.SZ,2022-09-23,2022-09-30,29.74,29.13,-0.02051109616677871,-0.023611096166778707,100,0.0031
2022 Bear,000965.SZ,2022-09-23,2022-09-30,4.88,4.6,-0.05737704918032793,-0.06047704918032793,1200,0.0031
2022 Bear,000514.SZ,2022-09-23,2022-09-30,4.18,3.76,-0.1004784688995215,-0.1035784688995215,1400,0.0031
2022 Bear,000929.SZ,2022-09-26,2022-10-10,10.7,9.68,-0.09532710280373824,-0.09842710280373825,100,0.0031
2022 Bear,000863.SZ,2022-09-26,2022-10-10,4.36,3.51,-0.19495412844036708,-0.19805412844036707,300,0.0031
2022 Bear,000909.SZ,2022-09-26,2022-10-10,8.85,7.53,-0.14915254237288134,-0.15225254237288133,100,0.0031
2022 Bear,002297.SZ,2022-09-26,2022-10-10,7.66,7.1,-0.07310704960835512,-0.07620704960835513,200,0.0031
2022 Bear,000609.SZ,2022-09-26,2022-10-10,6.64,5.22,-0.21385542168674698,-0.21695542168674697,200,0.0031
2022 Bear,002037.SZ,2022-09-26,2022-10-10,12.51,10.9,-0.12869704236610702,-0.131797042366107,100,0.0031
2022 Bear,000719.SZ,2022-09-26,2022-10-10,8.27,7.46,-0.09794437726723093,-0.10104437726723094,100,0.0031
2022 Bear,000042.SZ,2022-09-26,2022-10-10,8.85,8.35,-0.05649717514124297,-0.05959717514124297,100,0.0031
2022 Bear,002264.SZ,2022-09-27,2022-10-11,5.77,5.31,-0.07972270363951472,-0.08282270363951473,100,0.0031
2022 Bear,002591.SZ,2022-09-27,2022-10-11,6.51,5.78,-0.11213517665130557,-0.11523517665130557,100,0.0031
2022 Bear,000595.SZ,2022-09-27,2022-10-11,7.24,7.19,-0.006906077348066253,-0.010006077348066253,100,0.0031
2022 Bear,002191.SZ,2022-09-27,2022-10-11,9.24,7.33,-0.20670995670995673,-0.20980995670995672,100,0.0031
2022 Bear,000629.SZ,2022-09-28,2022-10-12,4.89,4.95,0.0122699386503069,0.0091699386503069,200,0.0031
2022 Bear,002077.SZ,2022-09-28,2022-10-12,12.48,12.42,-0.004807692307692402,-0.007907692307692402,100,0.0031
2022 Bear,002380.SZ,2022-09-28,2022-10-12,13.18,17.33,0.3148710166919575,0.25,100,0.0031
2022 Bear,002155.SZ,2022-09-28,2022-10-12,12.12,12.73,0.05033003300330052,0.047230033003300524,100,0.0031
2022 Bear,000510.SZ,2022-09-28,2022-10-12,5.96,5.71,-0.04194630872483218,-0.04504630872483218,200,0.0031
2022 Bear,000503.SZ,2022-09-28,2022-10-12,9.28,8.97,-0.03340517241379293,-0.036505172413792926,100,0.0031
2022 Bear,001259.SZ,2022-09-29,2022-10-13,32.99,31.68,-0.03970900272809952,-0.04280900272809952,2500,0.0031
2022 Bear,001258.SZ,2022-09-29,2022-10-13,11.8,11.67,-0.011016949152542477,-0.014116949152542477,7200,0.0031
2022 Bear,001336.SZ,2022-09-29,2022-10-13,30.29,31.3,0.033344338065368184,0.030244338065368186,2800,0.0031
2022 Bear,000948.SZ,2022-09-29,2022-10-13,16.5,21.16,0.28242424242424247,0.25,5100,0.0031
2022 Bear,003027.SZ,2022-09-29,2022-10-13,27.37,23.76,-0.13189623675557172,-0.1349962367555717,3100,0.0031
2022 Bear,000677.SZ,2022-09-29,2022-10-13,3.68,3.36,-0.08695652173913049,-0.0900565217391305,23100,0.0031
2022 Bear,000020.SZ,2022-09-29,2022-10-13,8.2,8.73,0.06463414634146347,0.06153414634146347,10300,0.0031
2022 Bear,001230.SZ,2022-09-29,2022-10-13,31.0,30.69,-0.010000000000000009,-0.01310000000000001,2700,0.0031
2022 Bear,000756.SZ,2022-09-29,2022-10-13,16.37,19.25,0.17593158216249227,0.17283158216249228,5200,0.0031
2022 Bear,000619.SZ,2022-09-29,2022-10-13,7.34,6.56,-0.10626702997275206,-0.10936702997275206,11500,0.0031
2022 Bear,001255.SZ,2022-09-30,2022-10-14,31.32,33.05,0.05523627075351212,0.05213627075351212,100,0.0031
2022 Bear,001269.SZ,2022-09-30,2022-10-14,24.79,36.3,0.46430012101653895,0.25,200,0.0031
2022 Bear,001330.SZ,2022-09-30,2022-10-14,9.41,8.99,-0.04463336875664181,-0.04773336875664181,500,0.0031
2022 Bear,000620.SZ,2022-09-30,2022-10-14,3.45,3.06,-0.11304347826086958,-0.11614347826086958,1500,0.0031
2022 Bear,301306.SZ,2022-09-30,2022-10-14,39.2,40.61,0.035969387755101945,0.032869387755101946,100,0.0031
2022 Bear,002112.SZ,2022-09-30,2022-10-14,6.6,7.2,0.09090909090909105,0.08780909090909104,800,0.0031
2022 Bear,000965.SZ,2022-09-30,2022-10-14,4.73,4.77,0.00845665961945019,0.0053566596194501905,1100,0.0031
2022 Bear,000716.SZ,2022-09-30,2022-10-14,4.11,4.83,0.17518248175182483,0.17208248175182483,1300,0.0031
2022 Bear,000404.SZ,2022-09-30,2022-10-14,4.77,5.22,0.09433962264150941,0.09123962264150941,1100,0.0031
2022 Bear,000868.SZ,2022-09-30,2022-10-14,5.97,6.11,0.023450586264656792,0.020350586264656793,900,0.0031
2022 Bear,000929.SZ,2022-10-10,2022-10-17,9.52,9.95,0.04516806722689082,0.04206806722689082,100,0.0031
2022 Bear,002329.SZ,2022-10-10,2022-10-17,6.46,8.0,0.23839009287925705,0.23529009287925706,200,0.0031
2022 Bear,000707.SZ,2022-10-10,2022-10-17,9.06,10.28,0.1346578366445914,0.13155783664459142,100,0.0031
2022 Bear,000530.SZ,2022-10-10,2022-10-17,4.89,5.11,0.04498977505112478,0.04188977505112478,200,0.0031
2022 Bear,000062.SZ,2022-10-10,2022-10-17,11.9,12.34,0.036974789915966255,0.03387478991596626,100,0.0031
2022 Bear,000560.SZ,2022-10-10,2022-10-17,2.55,2.48,-0.027450980392156765,-0.030550980392156764,500,0.0031
2022 Bear,000957.SZ,2022-10-10,2022-10-17,13.12,13.85,0.055640243902439046,0.05254024390243905,100,0.0031
2022 Bear,000670.SZ,2022-10-10,2022-10-17,6.82,7.54,0.10557184750733128,0.10247184750733128,200,0.0031
2022 Bear,002077.SZ,2022-10-12,2022-10-19,12.15,12.42,0.022222222222222143,0.019122222222222145,100,0.0031
2022 Bear,000595.SZ,2022-10-12,2022-10-19,7.03,7.16,0.01849217638691325,0.01539217638691325,200,0.0031
2022 Bear,000856.SZ,2022-10-12,2022-10-19,7.78,8.8,0.13110539845758362,0.12800539845758363,100,0.0031
2022 Bear,000034.SZ,2022-10-13,2022-10-20,22.46,22.6,0.006233303650934996,0.003133303650934996,3800,0.0031
2022 Bear,002380.SZ,2022-10-13,2022-10-20,20.06,17.78,-0.11365902293120622,-0.11675902293120623,4300,0.0031
2022 Bear,001259.SZ,2022-10-13,2022-10-20,32.61,30.38,-0.06838393130941434,-0.07148393130941434,2600,0.0031
2022 Bear,003027.SZ,2022-10-13,2022-10-20,24.29,21.65,-0.10868670234664479,-0.1117867023466448,3500,0.0031
2022 Bear,000948.SZ,2022-10-13,2022-10-20,22.99,23.27,0.012179208351457138,0.009079208351457138,3700,0.0031
2022 Bear,001258.SZ,2022-10-13,2022-10-20,11.79,12.84,0.08905852417302795,0.08595852417302795,7300,0.0031
2022 Bear,001336.SZ,2022-10-13,2022-10-20,31.6,31.9,0.009493670886075778,0.006393670886075778,2700,0.0031
2022 Bear,001230.SZ,2022-10-13,2022-10-20,30.5,29.89,-0.020000000000000018,-0.023100000000000016,2800,0.0031
2022 Bear,300604.SZ,2022-10-13,2022-10-20,50.07,59.0,0.1783503095666068,0.1752503095666068,1700,0.0031
2022 Bear,001283.SZ,2022-10-13,2022-10-20,52.2,54.72,0.04827586206896539,0.04517586206896539,1600,0.0031
2022 Bear,001269.SZ,2022-10-14,2022-10-21,39.93,58.45,0.4638116704232407,0.25,100,0.0031
2022 Bear,001330.SZ,2022-10-14,2022-10-21,8.91,8.82,-0.010101010101010055,-0.013201010101010055,700,0.0031
2022 Bear,000620.SZ,2022-10-14,2022-10-21,3.0,2.76,-0.08000000000000007,-0.08310000000000008,2200,0.0031
2022 Bear,001205.SZ,2022-10-14,2022-10-21,32.0,30.24,-0.05500000000000005,-0.05810000000000005,200,0.0031
2022 Bear,000868.SZ,2022-10-14,2022-10-21,6.04,5.66,-0.0629139072847682,-0.0660139072847682,1100,0.0031
2022 Bear,000521.SZ,2022-10-14,2022-10-21,4.79,4.13,-0.13778705636743216,-0.14088705636743215,1400,0.0031
2022 Bear,002212.SZ,2022-10-14,2022-10-21,10.3,10.82,0.05048543689320373,0.04738543689320373,600,0.0031
2022 Bear,000520.SZ,2022-10-14,2022-10-21,3.69,3.69,0.0,-0.0031,1800,0.0031
2022 Bear,000716.SZ,2022-10-14,2022-10-21,4.8,4.42,-0.07916666666666661,-0.08226666666666661,1400,0.0031
2022 Bear,000503.SZ,2022-10-14,2022-10-21,10.07,10.36,0.028798411122144874,0.025698411122144875,600,0.0031
2022 Bear,000670.SZ,2022-10-17,2022-10-24,7.56,9.27,0.22619047619047628,0.22309047619047628,200,0.0031
2022 Bear,000409.SZ,2022-10-17,2022-10-24,6.94,6.67,-0.0389048991354467,-0.0420048991354467,200,0.0031
2022 Bear,002111.SZ,2022-10-17,2022-10-24,9.69,8.75,-0.0970072239422084,-0.1001072239422084,100,0.0031
2022 Bear,002279.SZ,2022-10-17,2022-10-24,5.83,5.34,-0.08404802744425388,-0.08714802744425389,200,0.0031
2022 Bear,002075.SZ,2022-10-17,2022-10-24,4.53,3.95,-0.1280353200883002,-0.1311353200883002,300,0.0031
2022 Bear,002261.SZ,2022-10-17,2022-10-24,7.1,6.9,-0.028169014084506894,-0.03126901408450689,200,0.0031
2022 Bear,000975.SZ,2022-10-17,2022-10-24,13.2,13.4,0.015151515151515138,0.012051515151515138,100,0.0031
2022 Bear,000534.SZ,2022-10-17,2022-10-24,15.1,14.13,-0.06423841059602642,-0.06733841059602642,100,0.0031
2022 Bear,001259.SZ,2022-10-20,2022-10-27,30.21,28.93,-0.04237007613373056,-0.04547007613373056,2800,0.0031
2022 Bear,000509.SZ,2022-10-20,2022-10-27,4.86,3.93,-0.1913580246913581,-0.1944580246913581,17700,0.0031
2022 Bear,001258.SZ,2022-10-20,2022-10-27,12.72,11.87,-0.06682389937106925,-0.06992389937106926,6700,0.0031
2022 Bear,000519.SZ,2022-10-20,2022-10-27,19.5,21.01,0.07743589743589752,0.07433589743589751,4400,0.0031
2022 Bear,003027.SZ,2022-10-20,2022-10-27,21.03,20.9,-0.006181645268663938,-0.009281645268663938,4100,0.0031
2022 Bear,002077.SZ,2022-10-20,2022-10-27,14.89,16.63,0.11685695097380777,0.11375695097380777,5800,0.0031
2022 Bear,001283.SZ,2022-10-20,2022-10-27,55.1,52.29,-0.05099818511796739,-0.054098185117967386,1500,0.0031
2022 Bear,000813.SZ,2022-10-20,2022-10-27,4.39,3.47,-0.20956719817767644,-0.21266719817767643,19600,0.0031
2022 Bear,000948.SZ,2022-10-20,2022-10-27,21.66,21.75,0.0041551246537396835,0.0010551246537396836,3900,0.0031
2022 Bear,002380.SZ,2022-10-20,2022-10-27,16.7,14.58,-0.12694610778443105,-0.13004610778443104,5100,0.0031
2022 Bear,001269.SZ,2022-10-21,2022-10-28,58.45,66.5,0.13772455089820346,0.13462455089820347,100,0.0031
2022 Bear,001336.SZ,2022-10-21,2022-10-28,31.97,27.6,-0.13669064748201432,-0.1397906474820143,200,0.0031
2022 Bear,301306.SZ,2022-10-21,2022-10-28,41.26,41.22,-0.0009694619486184664,-0.004069461948618467,100,0.0031
2022 Bear,001330.SZ,2022-10-21,2022-10-28,8.85,8.6,-0.02824858757062143,-0.03134858757062143,800,0.0031
2022 Bear,000633.SZ,2022-10-21,2022-10-28,10.02,9.22,-0.07984031936127733,-0.08294031936127734,700,0.0031
2022 Bear,000970.SZ,2022-10-21,2022-10-28,13.62,12.74,-0.06461086637298086,-0.06771086637298086,500,0.0031
2022 Bear,000668.SZ,2022-10-21,2022-10-28,15.3,12.74,-0.16732026143790857,-0.17042026143790856,400,0.0031
2022 Bear,000909.SZ,2022-10-21,2022-10-28,9.03,7.84,-0.131782945736434,-0.134882945736434,700,0.0031
2022 Bear,000868.SZ,2022-10-21,2022-10-28,5.68,5.75,0.012323943661971981,0.00922394366197198,1200,0.0031
2022 Bear,000716.SZ,2022-10-21,2022-10-28,4.44,4.1,-0.07657657657657668,-0.07967657657657669,1600,0.0031
2022 Bear,000573.SZ,2022-10-24,2022-10-31,3.33,3.25,-0.024024024024024038,-0.027124024024024036,500,0.0031
2022 Bear,000670.SZ,2022-10-24,2022-10-31,9.0,9.79,0.08777777777777773,0.08467777777777773,200,0.0031
2022 Bear,002329.SZ,2022-10-24,2022-10-31,7.35,6.81,-0.07346938775510203,-0.07656938775510204,200,0.0031
2022 Bear,000695.SZ,2022-10-24,2022-10-31,11.13,10.88,-0.02246181491464505,-0.02556181491464505,100,0.0031
2022 Bear,000756.SZ,2022-10-24,2022-10-31,18.37,17.91,-0.025040827436037083,-0.02814082743603708,100,0.0031
2022 Bear,000736.SZ,2022-10-24,2022-10-31,11.3,10.19,-0.09823008849557535,-0.10133008849557536,100,0.0031
2022 Bear,002279.SZ,2022-10-24,2022-10-31,5.3,7.41,0.39811320754716983,0.25,300,0.0031
2022 Bear,000801.SZ,2022-10-24,2022-10-31,8.01,7.98,-0.0037453183520598232,-0.0068453183520598235,200,0.0031
2022 Bear,000929.SZ,2022-10-24,2022-10-31,8.93,8.2,-0.08174692049272125,-0.08484692049272126,200,0.0031
2022 Bear,000880.SZ,2022-10-27,2022-11-03,12.0,10.17,-0.15249999999999997,-0.15559999999999996,6700,0.0031
2022 Bear,001332.SZ,2022-10-27,2022-11-03,70.5,72.26,0.02496453900709228,0.02186453900709228,1100,0.0031
2022 Bear,001259.SZ,2022-10-27,2022-11-03,29.3,31.56,0.07713310580204769,0.07403310580204768,2700,0.0031
2022 Bear,000948.SZ,2022-10-27,2022-11-03,20.8,25.03,0.20336538461538467,0.20026538461538468,3900,0.0031
2022 Bear,000625.SZ,2022-10-27,2022-11-03,11.8,12.18,0.0322033898305083,0.0291033898305083,6900,0.0031
2022 Bear,000034.SZ,2022-10-27,2022-11-03,25.01,24.86,-0.005997600959616212,-0.009097600959616212,3200,0.0031
2022 Bear,000049.SZ,2022-10-27,2022-11-03,48.41,51.61,0.06610204503201822,0.06300204503201821,1600,0.0031
2022 Bear,000301.SZ,2022-10-27,2022-11-03,13.1,12.78,-0.02442748091603053,-0.02752748091603053,6200,0.0031
2022 Bear,002077.SZ,2022-10-27,2022-11-03,15.74,18.16,0.1537484116899619,0.1506484116899619,5100,0.0031
2022 Bear,000975.SZ,2022-10-27,2022-11-03,13.86,13.63,-0.016594516594516495,-0.019694516594516494,5800,0.0031
2022 Bear,000813.SZ,2022-10-28,2022-11-04,3.17,3.35,0.056782334384858135,0.05368233438485814,2300,0.0031
2022 Bear,001283.SZ,2022-10-28,2022-11-04,51.16,58.14,0.1364347146207976,0.1333347146207976,100,0.0031
2022 Bear,000519.SZ,2022-10-28,2022-11-04,19.86,22.23,0.11933534743202423,0.11623534743202422,300,0.0031
2022 Bear,001330.SZ,2022-10-28,2022-11-04,8.36,10.1,0.20813397129186617,0.20503397129186618,800,0.0031
2022 Bear,000633.SZ,2022-10-28,2022-11-04,9.0,8.64,-0.039999999999999925,-0.04309999999999992,800,0.0031
2022 Bear,002057.SZ,2022-10-28,2022-11-04,9.11,10.9,0.19648737650933046,0.19338737650933047,800,0.0031
2022 Bear,300719.SZ,2022-10-28,2022-11-04,10.5,11.21,0.06761904761904769,0.06451904761904768,700,0.0031
2022 Bear,300589.SZ,2022-10-28,2022-11-04,11.39,12.26,0.07638279192273911,0.07328279192273911,600,0.0031
2022 Bear,000953.SZ,2022-10-28,2022-11-04,6.3,6.5,0.031746031746031855,0.028646031746031857,1100,0.0031
2022 Bear,002034.SZ,2022-10-28,2022-11-04,17.67,19.49,0.10299943406904344,0.09989943406904343,400,0.0031
2022 Bear,002279.SZ,2022-10-31,2022-11-07,7.72,7.45,-0.03497409326424861,-0.038074093264248605,200,0.0031
2022 Bear,000670.SZ,2022-10-31,2022-11-07,9.39,9.06,-0.03514376996805113,-0.03824376996805113,200,0.0031
2022 Bear,002037.SZ,2022-10-31,2022-11-07,9.43,10.65,0.12937433722163316,0.12627433722163317,200,0.0031
2022 Bear,000411.SZ,2022-10-31,2022-11-07,12.75,11.96,-0.061960784313725425,-0.06506078431372543,100,0.0031
2022 Bear,000736.SZ,2022-10-31,2022-11-07,10.3,11.69,0.1349514563106795,0.13185145631067952,200,0.0031
2022 Bear,000615.SZ,2022-10-31,2022-11-07,5.27,5.74,0.08918406072106277,0.08608406072106277,400,0.0031
2022 Bear,000068.SZ,2022-10-31,2022-11-07,4.24,4.26,0.004716981132075304,0.0016169811320753042,500,0.0031
2022 Bear,001269.SZ,2022-11-03,2022-11-10,90.9,88.0,-0.03190319031903199,-0.03500319031903199,900,0.0031
2022 Bear,000948.SZ,2022-11-03,2022-11-10,24.05,22.35,-0.07068607068607069,-0.0737860706860707,3400,0.0031
2022 Bear,002322.SZ,2022-11-03,2022-11-10,12.45,10.04,-0.19357429718875507,-0.19667429718875507,6700,0.0031
2022 Bear,001259.SZ,2022-11-03,2022-11-10,31.05,30.61,-0.014170692431561993,-0.01727069243156199,2600,0.0031
2022 Bear,002368.SZ,2022-11-03,2022-11-10,25.93,27.3,0.052834554569996195,0.049734554569996196,3200,0.0031
2022 Bear,002253.SZ,2022-11-03,2022-11-10,14.46,13.79,-0.046334716459197955,-0.049434716459197954,5700,0.0031
2022 Bear,000034.SZ,2022-11-03,2022-11-10,24.87,23.91,-0.0386007237635706,-0.0417007237635706,3300,0.0031
2022 Bear,000301.SZ,2022-11-03,2022-11-10,12.88,13.25,0.028726708074534146,0.025626708074534148,6400,0.0031
2022 Bear,002079.SZ,2022-11-03,2022-11-10,14.7,14.43,-0.01836734693877551,-0.021467346938775507,5600,0.0031
2022 Bear,002153.SZ,2022-11-03,2022-11-10,13.67,15.14,0.10753474762253123,0.10443474762253123,6100,0.0031
2022 Bear,000729.SZ,2022-11-04,2022-11-11,10.5,11.24,0.07047619047619058,0.06737619047619058,800,0.0031
2022 Bear,001330.SZ,2022-11-04,2022-11-11,9.94,10.98,0.1046277665995976,0.1015277665995976,800,0.0031
2022 Bear,001332.SZ,2022-11-04,2022-11-11,73.18,70.33,-0.03894506695818545,-0.04204506695818545,100,0.0031
2022 Bear,002077.SZ,2022-11-04,2022-11-11,17.56,20.55,0.17027334851936238,0.16717334851936239,400,0.0031
2022 Bear,001215.SZ,2022-11-04,2022-11-11,60.96,59.5,-0.023950131233595795,-0.027050131233595794,100,0.0031
2022 Bear,001283.SZ,2022-11-04,2022-11-11,58.21,57.52,-0.011853633396323615,-0.014953633396323615,100,0.0031
2022 Bear,001203.SZ,2022-11-04,2022-11-11,15.39,14.7,-0.04483430799220278,-0.04793430799220278,500,0.0031
2022 Bear,002973.SZ,2022-11-04,2022-11-11,13.5,12.5,-0.07407407407407407,-0.07717407407407408,600,0.0031
2022 Bear,000595.SZ,2022-11-04,2022-11-11,8.27,8.35,0.0096735187424426,0.006573518742442599,1000,0.0031
2022 Bear,002057.SZ,2022-11-04,2022-11-11,10.92,10.27,-0.059523809523809534,-0.06262380952380954,700,0.0031
2022 Bear,000670.SZ,2022-11-07,2022-11-14,9.0,8.82,-0.020000000000000018,-0.023100000000000016,200,0.0031
2022 Bear,002279.SZ,2022-11-07,2022-11-14,7.5,6.82,-0.09066666666666667,-0.09376666666666668,300,0.0031
2022 Bear,300065.SZ,2022-11-07,2022-11-14,14.1,13.62,-0.03404255319148941,-0.03714255319148941,100,0.0031
2022 Bear,000068.SZ,2022-11-07,2022-11-14,4.25,4.06,-0.04470588235294126,-0.04780588235294126,500,0.0031
2022 Bear,000665.SZ,2022-11-07,2022-11-14,6.94,7.18,0.03458213256484144,0.03148213256484144,300,0.0031
2022 Bear,000534.SZ,2022-11-07,2022-11-14,16.83,16.09,-0.04396910279263211,-0.04706910279263211,100,0.0031
2022 Bear,300105.SZ,2022-11-08,2022-11-15,8.21,8.57,0.04384896467722288,0.04074896467722288,100,0.0031
2022 Bear,000656.SZ,2022-11-08,2022-11-15,1.88,2.18,0.15957446808510656,0.15647446808510657,700,0.0031
2022 Bear,000672.SZ,2022-11-08,2022-11-15,10.53,11.29,0.07217473884140557,0.06907473884140557,100,0.0031
2022 Bear,000633.SZ,2022-11-08,2022-11-15,10.0,9.48,-0.051999999999999935,-0.055099999999999934,100,0.0031
2022 Bear,000711.SZ,2022-11-08,2022-11-15,2.8,2.76,-0.014285714285714346,-0.017385714285714345,400,0.0031
2022 Bear,002111.SZ,2022-11-08,2022-11-15,10.48,9.85,-0.06011450381679395,-0.06321450381679396,100,0.0031
2022 Bear,001255.SZ,2022-11-10,2022-11-17,37.15,34.15,-0.08075370121130554,-0.08385370121130555,2100,0.0031
2022 Bear,001259.SZ,2022-11-10,2022-11-17,30.92,32.25,0.04301423027166873,0.03991423027166873,2600,0.0031
2022 Bear,001269.SZ,2022-11-10,2022-11-17,89.9,84.0,-0.06562847608453848,-0.06872847608453848,900,0.0031
2022 Bear,000301.SZ,2022-11-10,2022-11-17,13.7,13.41,-0.02116788321167873,-0.024267883211678727,5900,0.0031
2022 Bear,000948.SZ,2022-11-10,2022-11-17,22.7,22.18,-0.022907488986784075,-0.026007488986784073,3500,0.0031
2022 Bear,000756.SZ,2022-11-10,2022-11-17,23.4,24.48,0.04615384615384621,0.04305384615384621,3400,0.0031
2022 Bear,002117.SZ,2022-11-10,2022-11-17,9.68,8.66,-0.10537190082644621,-0.10847190082644621,8300,0.0031
2022 Bear,002368.SZ,2022-11-10,2022-11-17,27.85,32.33,0.16086175942549352,0.15776175942549353,2900,0.0031
2022 Bear,000411.SZ,2022-11-10,2022-11-17,14.0,13.07,-0.06642857142857139,-0.0695285714285714,5700,0.0031
2022 Bear,002371.SZ,2022-11-10,2022-11-17,246.75,242.45,-0.017426545086119627,-0.020526545086119626,300,0.0031
2022 Bear,001203.SZ,2022-11-11,2022-11-18,14.7,14.87,0.011564625850340127,0.008464625850340126,600,0.0031
2022 Bear,001283.SZ,2022-11-11,2022-11-18,57.42,58.42,0.017415534656914033,0.014315534656914033,100,0.0031
2022 Bear,000620.SZ,2022-11-11,2022-11-18,3.25,3.06,-0.058461538461538454,-0.06156153846153845,2800,0.0031
2022 Bear,001332.SZ,2022-11-11,2022-11-18,70.3,70.45,0.002133712660028486,-0.0009662873399715137,100,0.0031
2022 Bear,001330.SZ,2022-11-11,2022-11-18,10.78,10.92,0.012987012987013102,0.009887012987013102,800,0.0031
2022 Bear,002112.SZ,2022-11-11,2022-11-18,8.47,8.87,0.04722550177095619,0.04412550177095619,1000,0.0031
2022 Bear,002077.SZ,2022-11-11,2022-11-18,19.5,17.89,-0.08256410256410252,-0.08566410256410252,400,0.0031
2022 Bear,000831.SZ,2022-11-11,2022-11-18,34.3,33.91,-0.011370262390670627,-0.014470262390670627,200,0.0031
2022 Bear,000729.SZ,2022-11-11,2022-11-18,11.11,10.73,-0.03420342034203416,-0.03730342034203416,800,0.0031
2022 Bear,300056.SZ,2022-11-11,2022-11-18,8.47,8.27,-0.023612750885478317,-0.026712750885478316,1000,0.0031
2022 Bear,000863.SZ,2022-11-14,2022-11-21,5.32,5.99,0.12593984962406024,0.12283984962406024,400,0.0031
2022 Bear,002279.SZ,2022-11-14,2022-11-21,6.7,6.45,-0.03731343283582089,-0.04041343283582089,300,0.0031
2022 Bear,000766.SZ,2022-11-14,2022-11-21,6.6,6.09,-0.07727272727272727,-0.08037272727272728,300,0.0031
2022 Bear,002079.SZ,2022-11-14,2022-11-21,14.24,15.34,0.077247191011236,0.074147191011236,100,0.0031
2022 Bear,000821.SZ,2022-11-14,2022-11-21,19.48,19.67,0.009753593429158158,0.006653593429158158,100,0.0031
2022 Bear,002120.SZ,2022-11-14,2022-11-21,12.18,12.02,-0.013136288998357948,-0.016236288998357946,100,0.0031
2022 Bear,000716.SZ,2022-11-14,2022-11-21,4.87,4.56,-0.06365503080082147,-0.06675503080082147,400,0.0031
2022 Bear,000810.SZ,2022-11-14,2022-11-21,16.49,16.18,-0.018799272286234014,-0.021899272286234013,100,0.0031
2022 Bear,000541.SZ,2022-11-14,2022-11-21,5.16,5.22,0.011627906976744207,0.008527906976744206,400,0.0031
2022 Bear,000153.SZ,2022-11-15,2022-11-22,11.83,12.96,0.09551986475063412,0.09241986475063411,100,0.0031
2022 Bear,002063.SZ,2022-11-15,2022-11-22,7.67,7.97,0.039113428943937434,0.036013428943937435,100,0.0031
2022 Bear,002212.SZ,2022-11-15,2022-11-22,12.42,11.44,-0.07890499194847023,-0.08200499194847023,100,0.0031
2022 Bear,300105.SZ,2022-11-15,2022-11-22,8.6,8.08,-0.0604651162790697,-0.0635651162790697,100,0.0031
2022 Bear,001338.SZ,2022-11-17,2022-11-24,11.88,17.4,0.46464646464646453,0.25,6600,0.0031
2022 Bear,002181.SZ,2022-11-17,2022-11-24,5.75,6.89,0.19826086956521727,0.19516086956521728,13700,0.0031
2022 Bear,001269.SZ,2022-11-17,2022-11-24,83.84,99.9,0.19155534351145032,0.18845534351145032,900,0.0031
2022 Bear,001255.SZ,2022-11-17,2022-11-24,33.81,37.7,0.11505471753918961,0.1119547175391896,2300,0.0031
2022 Bear,002368.SZ,2022-11-17,2022-11-24,32.5,30.68,-0.05600000000000005,-0.05910000000000005,2400,0.0031
2022 Bear,002439.SZ,2022-11-17,2022-11-24,27.21,26.14,-0.03932377802278575,-0.04242377802278575,2900,0.0031
2022 Bear,001259.SZ,2022-11-17,2022-11-24,31.78,29.62,-0.06796727501573319,-0.07106727501573319,2400,0.0031
2022 Bear,000301.SZ,2022-11-17,2022-11-24,13.49,13.62,0.009636767976278549,0.006536767976278548,5800,0.0031
2022 Bear,000788.SZ,2022-11-17,2022-11-24,8.99,8.94,-0.00556173526140169,-0.00866173526140169,8800,0.0031
2022 Bear,000523.SZ,2022-11-17,2022-11-24,3.63,3.65,0.005509641873278293,0.0024096418732782927,21800,0.0031
2022 Bear,002077.SZ,2022-11-18,2022-11-25,17.51,17.28,-0.013135351227869796,-0.016235351227869795,500,0.0031
2022 Bear,001332.SZ,2022-11-18,2022-11-25,70.5,74.95,0.06312056737588656,0.06002056737588656,100,0.0031
2022 Bear,000919.SZ,2022-11-18,2022-11-25,9.75,10.67,0.09435897435897433,0.09125897435897433,900,0.0031
2022 Bear,002095.SZ,2022-11-18,2022-11-25,17.3,16.56,-0.042774566473988584,-0.04587456647398858,500,0.0031
2022 Bear,300065.SZ,2022-11-18,2022-11-25,14.39,14.55,0.011118832522585054,0.008018832522585053,600,0.0031
