window,symbol,entry_date,exit_date,entry_price,exit_price,gross_return,net_return,shares,cost_ratio
2023 Sideways,000609.SZ,2023-08-30,2023-09-06,6.46,6.47,0.001547987616099089,-0.0015520123839009108,11500,0.0031
2023 Sideways,000766.SZ,2023-08-30,2023-09-06,6.85,7.85,0.14598540145985406,0.14288540145985407,10900,0.0031
2023 Sideways,001270.SZ,2023-08-30,2023-09-06,85.8,90.1,0.05011655011655014,0.04701655011655014,800,0.0031
2023 Sideways,000670.SZ,2023-08-30,2023-09-06,6.41,6.7,0.045241809672387,0.042141809672387,11600,0.0031
2023 Sideways,002279.SZ,2023-08-30,2023-09-06,7.31,7.37,0.008207934336525335,0.005107934336525335,10200,0.0031
2023 Sideways,000034.SZ,2023-08-30,2023-09-06,32.45,29.17,-0.10107858243451462,-0.10417858243451462,2300,0.0031
2023 Sideways,002887.SZ,2023-08-30,2023-09-06,9.88,8.99,-0.09008097165991913,-0.09318097165991913,7500,0.0031
2023 Sideways,002077.SZ,2023-08-30,2023-09-06,15.72,17.19,0.0935114503816794,0.0904114503816794,4700,0.0031
2023 Sideways,300965.SZ,2023-08-30,2023-09-06,50.45,54.26,0.07552031714568863,0.07242031714568863,1400,0.0031
2023 Sideways,000006.SZ,2023-08-31,2023-09-07,5.26,4.79,-0.08935361216730031,-0.09245361216730032,500,0.0031
2023 Sideways,000014.SZ,2023-08-31,2023-09-07,14.37,13.42,-0.06610995128740427,-0.06920995128740427,200,0.0031
2023 Sideways,000826.SZ,2023-08-31,2023-09-07,3.95,3.95,0.0,-0.0031,700,0.0031
2023 Sideways,300456.SZ,2023-08-31,2023-09-07,21.71,22.82,0.0511285122063565,0.048028512206356504,100,0.0031
2023 Sideways,000029.SZ,2023-08-31,2023-09-07,11.92,11.62,-0.025167785234899376,-0.028267785234899374,200,0.0031
2023 Sideways,000042.SZ,2023-08-31,2023-09-07,7.48,7.24,-0.03208556149732622,-0.03518556149732622,300,0.0031
2023 Sideways,000926.SZ,2023-08-31,2023-09-07,4.86,4.6,-0.053497942386831365,-0.056597942386831364,600,0.0031
2023 Sideways,000736.SZ,2023-08-31,2023-09-07,14.07,13.59,-0.034115138592750616,-0.037215138592750614,200,0.0031
2023 Sideways,000536.SZ,2023-08-31,2023-09-07,2.05,2.9,0.41463414634146356,0.25,1400,0.0031
2023 Sideways,000517.SZ,2023-08-31,2023-09-07,3.14,2.97,-0.05414012738853502,-0.05724012738853502,900,0.0031
2023 Sideways,000752.SZ,2023-09-01,2023-09-08,7.9,7.93,0.0037974683544304,0.0006974683544304001,400,0.0031
2023 Sideways,000514.SZ,2023-09-01,2023-09-08,5.12,4.75,-0.072265625,-0.075365625,600,0.0031
2023 Sideways,002095.SZ,2023-09-01,2023-09-08,25.77,22.72,-0.11835467597982152,-0.12145467597982153,100,0.0031
2023 Sideways,000923.SZ,2023-09-01,2023-09-08,16.47,15.81,-0.04007285974499075,-0.04317285974499075,200,0.0031
2023 Sideways,000608.SZ,2023-09-01,2023-09-08,3.03,2.9,-0.04290429042904287,-0.04600429042904287,1100,0.0031
2023 Sideways,000921.SZ,2023-09-01,2023-09-08,24.49,22.31,-0.08901592486729282,-0.09211592486729282,100,0.0031
2023 Sideways,000933.SZ,2023-09-01,2023-09-08,17.61,16.73,-0.04997160704145365,-0.053071607041453646,100,0.0031
2023 Sideways,000506.SZ,2023-09-04,2023-09-11,5.16,4.95,-0.04069767441860461,-0.04379767441860461,500,0.0031
2023 Sideways,000830.SZ,2023-09-04,2023-09-11,11.97,11.52,-0.03759398496240607,-0.04069398496240607,200,0.0031
2023 Sideways,000656.SZ,2023-09-04,2023-09-11,2.13,2.07,-0.028169014084507116,-0.031269014084507114,1200,0.0031
2023 Sideways,000863.SZ,2023-09-04,2023-09-11,3.91,3.69,-0.05626598465473154,-0.059365984654731536,600,0.0031
2023 Sideways,000811.SZ,2023-09-04,2023-09-11,14.91,14.94,0.002012072434607548,-0.0010879275653924519,100,0.0031
2023 Sideways,002261.SZ,2023-09-04,2023-09-11,18.79,18.41,-0.020223523150611933,-0.02332352315061193,100,0.0031
2023 Sideways,000615.SZ,2023-09-04,2023-09-11,4.59,4.72,0.028322440087146017,0.02522244008714602,500,0.0031
2023 Sideways,000807.SZ,2023-09-04,2023-09-11,15.98,15.59,-0.024405506883604544,-0.027505506883604543,100,0.0031
2023 Sideways,000995.SZ,2023-09-04,2023-09-11,18.66,17.72,-0.05037513397642024,-0.05347513397642024,100,0.0031
2023 Sideways,000158.SZ,2023-09-04,2023-09-11,7.84,7.99,0.01913265306122458,0.016032653061224582,300,0.0031
2023 Sideways,000560.SZ,2023-09-05,2023-09-12,3.2,3.0,-0.0625,-0.0656,1000,0.0031
2023 Sideways,000897.SZ,2023-09-05,2023-09-12,2.63,2.5,-0.049429657794676785,-0.05252965779467678,1200,0.0031
2023 Sideways,300137.SZ,2023-09-05,2023-09-12,6.24,6.05,-0.030448717948718063,-0.03354871794871806,500,0.0031
2023 Sideways,000719.SZ,2023-09-05,2023-09-12,12.9,10.99,-0.148062015503876,-0.15116201550387598,200,0.0031
2023 Sideways,000609.SZ,2023-09-06,2023-09-13,6.39,5.83,-0.08763693270735518,-0.09073693270735518,16700,0.0031
2023 Sideways,000797.SZ,2023-09-06,2023-09-13,3.53,3.64,0.031161473087818692,0.028061473087818693,30400,0.0031
2023 Sideways,000034.SZ,2023-09-06,2023-09-13,29.16,29.35,0.0065157750342936804,0.0034157750342936805,3600,0.0031
2023 Sideways,000766.SZ,2023-09-06,2023-09-13,7.71,10.36,0.3437094682230868,0.25,13900,0.0031
2023 Sideways,000802.SZ,2023-09-06,2023-09-13,6.35,6.23,-0.018897637795275424,-0.021997637795275422,16900,0.0031
2023 Sideways,002316.SZ,2023-09-06,2023-09-13,5.16,5.04,-0.023255813953488413,-0.026355813953488412,20800,0.0031
2023 Sideways,001309.SZ,2023-09-06,2023-09-13,82.49,80.29,-0.026669899381743134,-0.029769899381743133,1300,0.0031
2023 Sideways,000536.SZ,2023-09-07,2023-09-14,3.02,3.65,0.20860927152317887,0.20550927152317888,1200,0.0031
2023 Sideways,002174.SZ,2023-09-07,2023-09-14,12.0,11.62,-0.03166666666666673,-0.03476666666666673,300,0.0031
2023 Sideways,002123.SZ,2023-09-07,2023-09-14,15.51,15.92,0.026434558349452075,0.023334558349452077,200,0.0031
2023 Sideways,002229.SZ,2023-09-07,2023-09-14,36.01,33.4,-0.07247986670369344,-0.07557986670369345,100,0.0031
2023 Sideways,001324.SZ,2023-09-07,2023-09-14,26.99,28.1,0.04112634309003349,0.03802634309003349,100,0.0031
2023 Sideways,001296.SZ,2023-09-07,2023-09-14,25.81,22.23,-0.13870592793490888,-0.14180592793490887,100,0.0031
2023 Sideways,002279.SZ,2023-09-07,2023-09-14,7.5,7.01,-0.06533333333333335,-0.06843333333333336,400,0.0031
2023 Sideways,001268.SZ,2023-09-08,2023-09-15,26.74,39.15,0.46409872849663425,0.25,100,0.0031
2023 Sideways,000801.SZ,2023-09-08,2023-09-15,9.08,7.63,-0.1596916299559471,-0.1627916299559471,300,0.0031
2023 Sideways,002095.SZ,2023-09-08,2023-09-15,22.86,22.61,-0.010936132983377034,-0.014036132983377034,100,0.0031
2023 Sideways,300053.SZ,2023-09-08,2023-09-15,13.6,12.7,-0.06617647058823528,-0.06927647058823529,200,0.0031
2023 Sideways,000752.SZ,2023-09-08,2023-09-15,8.33,10.13,0.2160864345738296,0.2129864345738296,300,0.0031
2023 Sideways,300139.SZ,2023-09-08,2023-09-15,10.53,11.0,0.044634377967711414,0.041534377967711415,300,0.0031
2023 Sideways,000656.SZ,2023-09-11,2023-09-18,2.06,1.92,-0.06796116504854377,-0.07106116504854378,2000,0.0031
2023 Sideways,000923.SZ,2023-09-11,2023-09-18,16.51,17.09,0.03513022410660205,0.03203022410660205,200,0.0031
2023 Sideways,000826.SZ,2023-09-11,2023-09-18,4.06,4.11,0.012315270935960854,0.009215270935960853,1000,0.0031
2023 Sideways,002439.SZ,2023-09-11,2023-09-18,27.76,26.82,-0.03386167146974073,-0.03696167146974073,100,0.0031
2023 Sideways,000615.SZ,2023-09-11,2023-09-18,4.7,5.1,0.0851063829787233,0.0820063829787233,900,0.0031
2023 Sideways,002261.SZ,2023-09-11,2023-09-18,18.41,17.63,-0.04236827810972299,-0.04546827810972299,200,0.0031
2023 Sideways,002401.SZ,2023-09-11,2023-09-18,21.26,19.58,-0.079021636876764,-0.082121636876764,200,0.0031
2023 Sideways,000813.SZ,2023-09-12,2023-09-19,3.52,3.39,-0.03693181818181812,-0.04003181818181812,4200,0.0031
2023 Sideways,000766.SZ,2023-09-13,2023-09-20,10.7,12.01,0.12242990654205621,0.1193299065420562,7200,0.0031
2023 Sideways,000506.SZ,2023-09-13,2023-09-20,5.06,5.16,0.01976284584980248,0.01666284584980248,15200,0.0031
2023 Sideways,000797.SZ,2023-09-13,2023-09-20,3.56,3.29,-0.0758426966292135,-0.07894269662921351,21600,0.0031
2023 Sideways,000719.SZ,2023-09-13,2023-09-20,11.0,10.58,-0.038181818181818206,-0.041281818181818204,7000,0.0031
2023 Sideways,000034.SZ,2023-09-13,2023-09-20,29.22,27.29,-0.06605065023956191,-0.06915065023956192,2600,0.0031
2023 Sideways,000609.SZ,2023-09-13,2023-09-20,5.73,5.87,0.024432809773123898,0.0213328097731239,13400,0.0031
2023 Sideways,000158.SZ,2023-09-13,2023-09-20,7.62,7.41,-0.027559055118110187,-0.030659055118110186,10100,0.0031
2023 Sideways,002230.SZ,2023-09-13,2023-09-20,49.31,46.5,-0.05698641249239511,-0.06008641249239511,1500,0.0031
2023 Sideways,000936.SZ,2023-09-13,2023-09-20,9.06,8.57,-0.05408388520971308,-0.05718388520971308,8500,0.0031
2023 Sideways,000536.SZ,2023-09-14,2023-09-21,3.65,3.72,0.019178082191780854,0.016078082191780856,4200,0.0031
2023 Sideways,000603.SZ,2023-09-14,2023-09-21,15.31,14.55,-0.049640757674722424,-0.05274075767472242,1000,0.0031
2023 Sideways,000752.SZ,2023-09-15,2023-09-22,10.64,12.88,0.21052631578947367,0.20742631578947368,200,0.0031
2023 Sideways,000962.SZ,2023-09-15,2023-09-22,15.57,13.08,-0.1599229287090559,-0.16302292870905588,100,0.0031
2023 Sideways,000881.SZ,2023-09-15,2023-09-22,9.1,8.0,-0.1208791208791209,-0.1239791208791209,300,0.0031
2023 Sideways,001268.SZ,2023-09-18,2023-09-25,37.15,30.69,-0.17388963660834444,-0.17698963660834444,100,0.0031
2023 Sideways,000826.SZ,2023-09-18,2023-09-25,4.05,3.46,-0.14567901234567904,-0.14877901234567903,1500,0.0031
2023 Sideways,000615.SZ,2023-09-18,2023-09-25,4.9,4.61,-0.0591836734693878,-0.0622836734693878,1200,0.0031
2023 Sideways,001324.SZ,2023-09-18,2023-09-25,28.74,30.56,0.06332637439109257,0.06022637439109257,200,0.0031
2023 Sideways,000801.SZ,2023-09-18,2023-09-25,7.67,8.11,0.057366362451108044,0.054266362451108045,800,0.0031
2023 Sideways,002261.SZ,2023-09-18,2023-09-25,17.4,18.81,0.08103448275862069,0.07793448275862068,300,0.0031
2023 Sideways,300053.SZ,2023-09-19,2023-09-26,12.06,11.58,-0.03980099502487566,-0.04290099502487566,300,0.0031
2023 Sideways,002368.SZ,2023-09-19,2023-09-26,30.62,30.34,-0.009144350097975207,-0.012244350097975207,100,0.0031
2023 Sideways,000988.SZ,2023-09-19,2023-09-26,30.1,33.46,0.11162790697674407,0.10852790697674407,100,0.0031
2023 Sideways,000813.SZ,2023-09-20,2023-09-27,3.67,4.54,0.23705722070844693,0.23395722070844693,26700,0.0031
2023 Sideways,000004.SZ,2023-09-20,2023-09-27,16.91,16.15,-0.04494382022471921,-0.04804382022471921,5700,0.0031
2023 Sideways,003043.SZ,2023-09-20,2023-09-27,50.75,51.92,0.02305418719211816,0.01995418719211816,1900,0.0031
2023 Sideways,000034.SZ,2023-09-20,2023-09-27,27.13,27.45,0.01179506081828241,0.00869506081828241,3600,0.0031
2023 Sideways,000766.SZ,2023-09-20,2023-09-27,12.51,11.59,-0.07354116706634695,-0.07664116706634695,7800,0.0031
2023 Sideways,002481.SZ,2023-09-20,2023-09-27,4.68,4.36,-0.06837606837606824,-0.07147606837606825,20900,0.0031
2023 Sideways,000506.SZ,2023-09-20,2023-09-27,5.01,4.59,-0.08383233532934131,-0.08693233532934132,19500,0.0031
2023 Sideways,000536.SZ,2023-09-21,2023-09-28,3.66,4.79,0.3087431693989071,0.25,4600,0.0031
2023 Sideways,000158.SZ,2023-09-21,2023-09-28,8.23,8.67,0.053462940461725283,0.050362940461725285,2000,0.0031
2023 Sideways,000752.SZ,2023-09-25,2023-10-10,11.63,9.48,-0.18486672398968185,-0.18796672398968184,500,0.0031
2023 Sideways,001268.SZ,2023-09-25,2023-10-10,29.9,31.3,0.04682274247491636,0.04372274247491636,200,0.0031
2023 Sideways,001324.SZ,2023-09-25,2023-10-10,31.31,29.87,-0.045991695943787825,-0.04909169594378782,200,0.0031
2023 Sideways,000615.SZ,2023-09-25,2023-10-10,4.38,4.31,-0.01598173515981738,-0.019081735159817377,1400,0.0031
2023 Sideways,000633.SZ,2023-09-25,2023-10-10,7.52,7.76,0.03191489361702127,0.02881489361702127,800,0.0031
2023 Sideways,002230.SZ,2023-09-25,2023-10-10,49.01,51.65,0.05386655784533767,0.05076655784533767,100,0.0031
2023 Sideways,000560.SZ,2023-09-26,2023-10-11,2.62,2.45,-0.06488549618320605,-0.06798549618320605,1200,0.0031
2023 Sideways,000818.SZ,2023-09-26,2023-10-11,31.22,31.58,0.01153106982703389,0.00843106982703389,100,0.0031
2023 Sideways,002380.SZ,2023-09-26,2023-10-11,21.07,19.82,-0.05932605600379681,-0.06242605600379681,100,0.0031
2023 Sideways,000936.SZ,2023-09-26,2023-10-11,9.45,9.61,0.01693121693121702,0.013831216931217019,300,0.0031
2023 Sideways,000546.SZ,2023-09-27,2023-10-12,7.26,7.53,0.037190082644628086,0.03409008264462809,15700,0.0031
2023 Sideways,000813.SZ,2023-09-27,2023-10-12,4.62,3.83,-0.17099567099567103,-0.17409567099567103,24600,0.0031
2023 Sideways,000766.SZ,2023-09-27,2023-10-12,11.8,13.39,0.13474576271186445,0.13164576271186446,9600,0.0031
2023 Sideways,001298.SZ,2023-09-27,2023-10-12,27.52,35.72,0.29796511627906974,0.25,4100,0.0031
2023 Sideways,000609.SZ,2023-09-27,2023-10-12,5.28,5.86,0.10984848484848486,0.10674848484848486,21500,0.0031
2023 Sideways,000656.SZ,2023-09-27,2023-10-12,1.69,1.57,-0.07100591715976323,-0.07410591715976324,67400,0.0031
2023 Sideways,000536.SZ,2023-09-28,2023-10-13,5.0,4.89,-0.02200000000000002,-0.025100000000000018,1600,0.0031
2023 Sideways,000727.SZ,2023-09-28,2023-10-13,2.63,3.38,0.28517110266159706,0.25,3100,0.0031
2023 Sideways,002229.SZ,2023-09-28,2023-10-13,36.55,37.52,0.026538987688098592,0.023438987688098593,200,0.0031
2023 Sideways,000158.SZ,2023-09-28,2023-10-13,8.67,10.42,0.20184544405997684,0.19874544405997685,900,0.0031
2023 Sideways,001226.SZ,2023-09-28,2023-10-13,32.17,35.31,0.09760646565122788,0.09450646565122788,200,0.0031
2023 Sideways,000752.SZ,2023-10-10,2023-10-17,9.01,8.11,-0.09988901220865709,-0.1029890122086571,500,0.0031
2023 Sideways,001268.SZ,2023-10-10,2023-10-17,30.63,26.45,-0.13646751550767222,-0.1395675155076722,100,0.0031
2023 Sideways,000676.SZ,2023-10-10,2023-10-17,7.21,6.93,-0.03883495145631066,-0.04193495145631066,600,0.0031
2023 Sideways,000004.SZ,2023-10-10,2023-10-17,18.23,17.95,-0.015359297860669252,-0.01845929786066925,200,0.0031
2023 Sideways,000615.SZ,2023-10-10,2023-10-17,4.26,3.71,-0.12910798122065725,-0.13220798122065724,1100,0.0031
2023 Sideways,002261.SZ,2023-10-10,2023-10-17,19.3,19.12,-0.00932642487046631,-0.01242642487046631,200,0.0031
2023 Sideways,001288.SZ,2023-10-10,2023-10-17,16.85,16.7,-0.008902077151335397,-0.012002077151335397,200,0.0031
2023 Sideways,000541.SZ,2023-10-11,2023-10-18,7.04,6.97,-0.009943181818181879,-0.013043181818181879,400,0.0031
2023 Sideways,000509.SZ,2023-10-11,2023-10-18,3.97,3.71,-0.06549118387909325,-0.06859118387909326,700,0.0031
2023 Sideways,000633.SZ,2023-10-11,2023-10-18,7.37,7.14,-0.031207598371777556,-0.034307598371777555,400,0.0031
2023 Sideways,000736.SZ,2023-10-11,2023-10-18,11.7,10.87,-0.07094017094017091,-0.07404017094017092,200,0.0031
2023 Sideways,000153.SZ,2023-10-11,2023-10-18,10.25,10.01,-0.023414634146341484,-0.026514634146341483,200,0.0031
2023 Sideways,000766.SZ,2023-10-12,2023-10-19,14.04,13.64,-0.028490028490028352,-0.03159002849002835,8600,0.0031
2023 Sideways,000656.SZ,2023-10-12,2023-10-19,1.55,1.49,-0.03870967741935483,-0.041809677419354825,78200,0.0031
2023 Sideways,001298.SZ,2023-10-12,2023-10-19,37.04,38.51,0.03968682505399568,0.03658682505399568,3200,0.0031
2023 Sideways,000813.SZ,2023-10-12,2023-10-19,3.76,3.64,-0.031914893617021156,-0.035014893617021155,32200,0.0031
2023 Sideways,000908.SZ,2023-10-12,2023-10-19,3.31,2.97,-0.10271903323262832,-0.10581903323262833,36600,0.0031
2023 Sideways,001223.SZ,2023-10-12,2023-10-19,68.73,66.37,-0.034337261748872416,-0.037437261748872415,1700,0.0031
2023 Sideways,000536.SZ,2023-10-13,2023-10-20,4.81,3.89,-0.19126819126819117,-0.19436819126819116,1400,0.0031
2023 Sideways,000727.SZ,2023-10-13,2023-10-20,3.72,2.84,-0.23655913978494636,-0.23965913978494635,1900,0.0031
2023 Sideways,000158.SZ,2023-10-13,2023-10-20,10.2,9.41,-0.07745098039215681,-0.08055098039215682,600,0.0031
2023 Sideways,000837.SZ,2023-10-13,2023-10-20,11.93,10.74,-0.09974853310980714,-0.10284853310980714,500,0.0031
2023 Sideways,002362.SZ,2023-10-13,2023-10-20,24.2,21.87,-0.09628099173553717,-0.09938099173553717,200,0.0031
2023 Sideways,002095.SZ,2023-10-13,2023-10-20,21.16,21.59,0.02032136105860105,0.017221361058601052,300,0.0031
2023 Sideways,001226.SZ,2023-10-13,2023-10-20,35.54,35.51,-0.0008441193021947457,-0.003944119302194746,100,0.0031
2023 Sideways,000752.SZ,2023-10-17,2023-10-24,7.78,7.41,-0.04755784061696655,-0.05065784061696655,400,0.0031
2023 Sideways,000615.SZ,2023-10-17,2023-10-24,3.52,3.09,-0.12215909090909094,-0.12525909090909093,900,0.0031
2023 Sideways,300301.SZ,2023-10-17,2023-10-24,2.15,1.81,-0.1581395348837209,-0.1612395348837209,1600,0.0031
2023 Sideways,000801.SZ,2023-10-17,2023-10-24,8.72,7.96,-0.08715596330275233,-0.09025596330275233,300,0.0031
2023 Sideways,000756.SZ,2023-10-17,2023-10-24,23.47,19.26,-0.17937792927141016,-0.18247792927141016,100,0.0031
2023 Sideways,001268.SZ,2023-10-17,2023-10-24,26.41,25.96,-0.017039000378644475,-0.020139000378644474,100,0.0031
2023 Sideways,002261.SZ,2023-10-17,2023-10-24,19.8,16.23,-0.1803030303030303,-0.1834030303030303,100,0.0031
2023 Sideways,000603.SZ,2023-10-18,2023-10-25,12.69,12.33,-0.028368794326241065,-0.03146879432624106,200,0.0031
2023 Sideways,000936.SZ,2023-10-18,2023-10-25,8.32,7.91,-0.049278846153846145,-0.052378846153846144,300,0.0031
2023 Sideways,000676.SZ,2023-10-18,2023-10-25,7.01,6.54,-0.06704707560627676,-0.07014707560627677,300,0.0031
2023 Sideways,000004.SZ,2023-10-18,2023-10-25,17.81,17.1,-0.039865244244806086,-0.042965244244806085,100,0.0031
2023 Sideways,300456.SZ,2023-10-18,2023-10-25,21.47,23.96,0.11597578015836052,0.11287578015836051,100,0.0031
2023 Sideways,000541.SZ,2023-10-18,2023-10-25,6.89,7.58,0.100145137880987,0.097045137880987,400,0.0031
2023 Sideways,000766.SZ,2023-10-19,2023-10-26,12.99,13.05,0.004618937644341736,0.0015189376443417364,5400,0.0031
2023 Sideways,300965.SZ,2023-10-19,2023-10-26,60.0,59.4,-0.010000000000000009,-0.01310000000000001,1100,0.0031
2023 Sideways,000813.SZ,2023-10-19,2023-10-26,3.43,3.67,0.06997084548104948,0.06687084548104948,20600,0.0031
2023 Sideways,002229.SZ,2023-10-19,2023-10-26,37.0,31.54,-0.14756756756756761,-0.1506675675675676,1900,0.0031
2023 Sideways,001298.SZ,2023-10-19,2023-10-26,34.66,30.38,-0.12348528563185224,-0.12658528563185223,2000,0.0031
2023 Sideways,002316.SZ,2023-10-19,2023-10-26,5.53,7.01,0.26763110307414095,0.25,12800,0.0031
2023 Sideways,002410.SZ,2023-10-19,2023-10-26,20.16,19.49,-0.03323412698412709,-0.03633412698412709,3500,0.0031
2023 Sideways,000153.SZ,2023-10-19,2023-10-26,9.75,9.51,-0.024615384615384595,-0.027715384615384593,7200,0.0031
2023 Sideways,000034.SZ,2023-10-19,2023-10-26,29.23,29.28,0.0017105713308245285,-0.0013894286691754714,2400,0.0031
2023 Sideways,002201.SZ,2023-10-19,2023-10-26,6.9,7.17,0.03913043478260869,0.03603043478260869,10200,0.0031
2023 Sideways,000158.SZ,2023-10-20,2023-10-27,9.34,9.76,0.044967880085653,0.041867880085653,400,0.0031
2023 Sideways,000727.SZ,2023-10-20,2023-10-27,2.81,2.83,0.007117437722419906,0.004017437722419906,1600,0.0031
2023 Sideways,000656.SZ,2023-10-20,2023-10-27,1.65,1.5,-0.09090909090909083,-0.09400909090909083,2800,0.0031
2023 Sideways,000536.SZ,2023-10-20,2023-10-27,3.84,3.9,0.015625,0.012525,1200,0.0031
2023 Sideways,002129.SZ,2023-10-20,2023-10-27,19.86,18.68,-0.05941591137965763,-0.06251591137965763,200,0.0031
2023 Sideways,001226.SZ,2023-10-20,2023-10-27,35.08,34.82,-0.007411630558722848,-0.010511630558722848,100,0.0031
2023 Sideways,300053.SZ,2023-10-20,2023-10-27,12.09,12.81,0.05955334987593064,0.05645334987593064,300,0.0031
2023 Sideways,002368.SZ,2023-10-20,2023-10-27,27.64,27.68,0.0014471780028944004,-0.0016528219971055995,100,0.0031
2023 Sideways,000609.SZ,2023-10-20,2023-10-27,5.5,6.05,0.09999999999999987,0.09689999999999986,800,0.0031
2023 Sideways,000506.SZ,2023-10-23,2023-10-30,4.14,4.4,0.06280193236715004,0.05970193236715004,200,0.0031
2023 Sideways,000688.SZ,2023-10-23,2023-10-30,9.79,10.58,0.08069458631256388,0.07759458631256387,100,0.0031
2023 Sideways,002115.SZ,2023-10-23,2023-10-30,7.81,8.0,0.02432778489116516,0.021227784891165162,100,0.0031
2023 Sideways,000925.SZ,2023-10-23,2023-10-30,7.51,7.92,0.05459387483355527,0.05149387483355527,100,0.0031
2023 Sideways,002279.SZ,2023-10-23,2023-10-30,6.53,6.79,0.039816232771822335,0.03671623277182234,100,0.0031
2023 Sideways,000546.SZ,2023-10-23,2023-10-30,6.92,7.86,0.13583815028901736,0.13273815028901736,100,0.0031
2023 Sideways,000752.SZ,2023-10-24,2023-10-31,7.28,6.89,-0.0535714285714286,-0.0566714285714286,300,0.0031
2023 Sideways,300301.SZ,2023-10-24,2023-10-31,1.79,1.9,0.06145251396648033,0.05835251396648033,1200,0.0031
2023 Sideways,002156.SZ,2023-10-24,2023-10-31,18.1,20.45,0.12983425414364635,0.12673425414364636,100,0.0031
2023 Sideways,002261.SZ,2023-10-24,2023-10-31,16.3,16.89,0.03619631901840492,0.03309631901840492,100,0.0031
2023 Sideways,000736.SZ,2023-10-24,2023-10-31,11.4,11.15,-0.021929824561403466,-0.025029824561403465,200,0.0031
2023 Sideways,002077.SZ,2023-10-24,2023-10-31,15.81,16.57,0.04807084123972172,0.04497084123972172,100,0.0031
2023 Sideways,000711.SZ,2023-10-24,2023-10-31,1.9,1.95,0.026315789473684292,0.023215789473684294,1200,0.0031
2023 Sideways,002205.SZ,2023-10-25,2023-11-01,12.86,10.38,-0.19284603421461888,-0.19594603421461887,100,0.0031
2023 Sideways,000801.SZ,2023-10-25,2023-11-01,8.83,8.61,-0.02491506228765583,-0.02801506228765583,200,0.0031
2023 Sideways,000615.SZ,2023-10-25,2023-11-01,3.22,3.52,0.09316770186335388,0.09006770186335387,700,0.0031
2023 Sideways,002123.SZ,2023-10-25,2023-11-01,13.61,15.47,0.13666421748714197,0.13356421748714198,100,0.0031
2023 Sideways,000541.SZ,2023-10-25,2023-11-01,7.41,7.85,0.05937921727395401,0.05627921727395401,300,0.0031
2023 Sideways,000680.SZ,2023-10-25,2023-11-01,5.31,5.1,-0.039548022598870025,-0.042648022598870024,400,0.0031
2023 Sideways,002253.SZ,2023-10-25,2023-11-01,14.3,14.9,0.04195804195804187,0.03885804195804187,100,0.0031
2023 Sideways,000004.SZ,2023-10-25,2023-11-01,16.92,16.84,-0.004728132387706974,-0.007828132387706974,100,0.0031
2023 Sideways,300123.SZ,2023-10-26,2023-11-02,8.96,8.44,-0.05803571428571441,-0.06113571428571441,7900,0.0031
2023 Sideways,002316.SZ,2023-10-26,2023-11-02,7.37,5.8,-0.21302578018995932,-0.21612578018995932,9600,0.0031
2023 Sideways,001298.SZ,2023-10-26,2023-11-02,30.72,28.13,-0.08430989583333337,-0.08740989583333338,2300,0.0031
2023 Sideways,002232.SZ,2023-10-26,2023-11-02,18.51,17.37,-0.06158833063209079,-0.0646883306320908,3800,0.0031
2023 Sideways,000555.SZ,2023-10-26,2023-11-02,12.55,12.03,-0.04143426294820729,-0.04453426294820729,5600,0.0031
2023 Sideways,000766.SZ,2023-10-26,2023-11-02,12.82,11.55,-0.09906396255850225,-0.10216396255850226,5500,0.0031
2023 Sideways,002229.SZ,2023-10-26,2023-11-02,31.01,33.9,0.09319574330861014,0.09009574330861013,2200,0.0031
2023 Sideways,300965.SZ,2023-10-26,2023-11-02,59.0,53.63,-0.09101694915254233,-0.09411694915254233,1200,0.0031
2023 Sideways,002230.SZ,2023-10-26,2023-11-02,45.32,44.39,-0.020520741394527753,-0.02362074139452775,1500,0.0031
2023 Sideways,002410.SZ,2023-10-26,2023-11-02,18.52,17.8,-0.03887688984881199,-0.04197688984881199,3800,0.0031
2023 Sideways,000158.SZ,2023-10-27,2023-11-03,9.5,9.68,0.0189473684210526,0.015847368421052603,400,0.0031
2023 Sideways,000818.SZ,2023-10-27,2023-11-03,35.59,36.15,0.01573475695420057,0.012634756954200568,100,0.0031
2023 Sideways,300456.SZ,2023-10-27,2023-11-03,23.75,23.41,-0.01431578947368417,-0.01741578947368417,100,0.0031
2023 Sideways,000633.SZ,2023-10-27,2023-11-03,7.99,7.63,-0.04505632040050067,-0.04815632040050067,500,0.0031
2023 Sideways,000550.SZ,2023-10-27,2023-11-03,19.01,16.4,-0.13729615991583388,-0.14039615991583387,200,0.0031
2023 Sideways,000800.SZ,2023-10-27,2023-11-03,10.65,9.23,-0.1333333333333333,-0.1364333333333333,400,0.0031
2023 Sideways,000813.SZ,2023-10-27,2023-11-03,3.73,3.71,-0.00536193029490617,-0.00846193029490617,1200,0.0031
2023 Sideways,002368.SZ,2023-10-27,2023-11-03,27.68,28.58,0.03251445086705207,0.02941445086705207,100,0.0031
2023 Sideways,002201.SZ,2023-10-27,2023-11-03,8.05,8.15,0.012422360248447228,0.009322360248447228,500,0.0031
2023 Sideways,000868.SZ,2023-10-27,2023-11-03,6.44,5.67,-0.11956521739130443,-0.12266521739130444,700,0.0031
2023 Sideways,000676.SZ,2023-10-30,2023-11-06,8.06,8.87,0.10049627791563265,0.09739627791563264,100,0.0031
